,player_name,value,follower,shots_total,shots_on,goals_total,goals_assists,passes_total,passes_key,passes_accuracy,tackles_total,tackles_blocks,tackles_interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,fouls_drawn,fouls_committed,cards_yellow,cards_yellowred,cards_red,penalty_won,penalty_commited,penalty_success,penalty_missed,games_appearences,games_lineups,substitutes_in,substitutes_out,substitutes_bench,age,height,weight,rating
161,H. BellerÃ­n,32.0,3075710,0.7571,0.1893,0.0541,0.1487,43.1526,0.7976,8.9361,1.2437,0.2163,0.9463,8.3007,3.6231,1.6899,1.0004,0.2704,1.0139,0.1757,0.0,0.0,0.0,0.0406,0.0,0.0,1.068,1.0139,0.0541,0.0811,0.1487,25.0,178.0,74.0,5.0
162,H. Kane,120.0,9645540,2.9346,1.263,0.5572,0.0805,11.3918,0.8296,6.4079,0.3343,0.0867,0.1672,8.3271,3.5723,1.944,0.9968,1.1701,0.7863,0.1548,0.0,0.0,0.031,0.0,0.0743,0.0062,1.0773,1.0154,0.0619,0.2167,0.0929,25.235294117647058,182.70588235294116,79.29411764705883,5.941176470588236
163,H. Lozano,28.0,1508469,3.1216,1.2632,0.5223,0.2186,16.8225,2.2349,7.0448,0.4616,0.0121,0.5709,10.3,5.1136,3.3038,2.0041,2.4778,1.0932,0.17,0.0,0.0243,0.085,0.0,0.0486,0.0,1.2146,1.0689,0.1458,0.5587,0.2794,25.0,175.0,70.0,4.833333333333333
164,H. Maguire,56.0,1885986,0.8542,0.2654,0.0581,0.0498,44.5347,0.4312,6.278,1.2274,0.5308,1.3352,8.2932,5.6311,0.9371,0.7879,0.6718,0.8127,0.1742,0.0,0.0083,0.0,0.0166,0.0166,0.0,1.0118,1.0118,0.0,0.0415,0.0415,27.0,194.0,100.0,6.5
165,H. Mkhitaryan,20.0,2784521,2.0579,0.7833,0.239,0.2655,35.2098,1.6861,16.3702,1.1816,0.1195,0.77,9.2007,4.0494,2.6288,1.2878,1.1285,1.1285,0.1328,0.0,0.0,0.0398,0.0266,0.0,0.0,1.3808,0.9958,0.385,0.478,0.5045,31.0,177.0,75.0,6.0588235294117645
166,H. Wilson,17.5,407655,2.6999,1.0141,0.4346,0.1054,22.8237,1.3565,7.7703,0.7639,0.079,0.5795,9.4956,4.5305,1.6594,0.777,2.3706,0.7507,0.1844,0.0,0.0,0.0395,0.0132,0.0527,0.0132,1.2116,1.0668,0.1449,0.619,0.1976,23.0,173.0,70.0,6.111111111111112
167,H. Winks,32.0,473494,0.4668,0.0934,0.0133,0.0133,61.8432,0.6668,11.6564,1.347,0.2667,1.1336,6.9085,3.5476,1.2137,0.9069,0.9603,0.8136,0.2267,0.0,0.0,0.0,0.0,0.0,0.0,1.3337,1.0403,0.2934,0.3868,0.5201,24.0,178.0,65.0,5.916666666666668
168,H. Ziyech,40.0,3165227,4.607,1.5299,0.3409,0.4458,40.4581,3.6542,5.2452,1.0753,0.035,0.848,10.8751,4.7032,5.2452,2.8062,1.3725,1.1277,0.1136,0.0,0.0,0.0262,0.0,0.0,0.0087,1.0665,1.0578,0.0087,0.3322,0.0525,27.0,181.0,65.0,5.545454545454546
169,Heung-Min Son,64.0,4118424,3.3099,1.4425,0.5335,0.2767,27.8036,1.4425,10.2164,0.7608,0.0296,0.4051,10.0287,3.8435,3.8633,2.2033,0.9288,0.6719,0.0692,0.0,0.0296,0.0296,0.0,0.0198,0.0099,1.3141,1.0276,0.2865,0.5829,0.3261,28.0,183.0,78.0,7.25
170,I. Bennacer,17.5,1703476,0.2712,0.0678,0.0226,0.0678,29.660999999999998,0.5989,2.8475,1.2203,0.1582,1.0169,4.7232,2.7345,1.7288,1.3672,0.904,0.904,0.2373,0.0,0.0,0.0,0.0339,0.0,0.0,1.1299,0.9831,0.1469,0.1582,0.1921,23.0,175.0,70.0,4.2
171,I. Diop,28.0,55282,0.47700000000000004,0.2044,0.0779,0.0,29.7674,0.1265,5.6264,1.0902,0.6619,1.8982,6.9697,4.3415,0.3407,0.2434,0.5549,0.8371,0.2239,0.0,0.0,0.0,0.0195,0.0,0.0,1.0124,1.0026,0.0097,0.0097,0.0973,23.0,194.0,92.0,5.4444444444444455
172,I. Gueye,24.0,659000,0.6099,0.1577,0.0421,0.0631,53.3495,0.6836,7.4771,3.6071,0.2629,1.9666,8.8022,5.0373,1.1989,0.7677,1.304,1.6721,0.1788,0.0105,0.0,0.0,0.0105,0.0,0.0,1.0937,1.0411,0.0526,0.1893,0.1262,31.0,174.0,66.0,5.181818181818182
173,I. GÃ¼ndogan,40.0,2798933,1.9372,0.5098,0.1733,0.1937,76.7231,1.7945,11.1338,0.9176,0.102,1.2031,7.1472,3.4564,1.5294,1.0706,0.887,0.7443,0.1733,0.0,0.0,0.0,0.0102,0.0612,0.0102,1.3866,0.9686,0.418,0.2753,0.5098,30.0,180.0,80.0,7.166666666666668
174,I. KonatÃ©,40.5,60767,0.3686,0.0768,0.0461,0.0154,31.4084,0.1843,9.7988,0.9062,0.4147,1.6894,8.2322,5.3602,0.7986,0.6297,0.9522,1.1519,0.215,0.0,0.0,0.0,0.0307,0.0,0.0,1.0905,1.0137,0.0768,0.0922,0.4761,21.0,192.0,93.0,5.6
175,I. MartÃ­nez,25.5,78038,0.6993,0.1271,0.0636,0.0,56.1348,0.2543,16.4018,0.5086,0.3814,2.225,11.8245,7.1837,0.6357,0.6357,1.3986,1.3986,0.0636,0.0,0.0,0.0,0.0,0.0,0.0,1.0172,1.0172,0.0,0.0636,0.0,29.0,182.0,76.0,7.333333333333332
176,I. Perisic,17.5,1459347,3.0845,1.0028,0.2539,0.2031,27.7989,1.9929,5.6486,0.5966,0.0889,1.0282,9.7741,4.3793,1.6882,0.8759,0.457,0.9012,0.1396,0.0,0.0,0.0,0.0,0.0381,0.0,1.0663,1.0028,0.0635,0.1904,0.1269,31.0,186.0,80.0,7.166666666666668
177,I. Rakitic,20.0,17552517,1.3103,0.4182,0.0836,0.1673,74.3611,0.8178,7.4157,0.5111,0.1673,1.5147,6.4678,3.6521,0.8921,0.5947,1.524,0.9757,0.1673,0.0093,0.0,0.0,0.0,0.0,0.0,1.2638,0.9943,0.2695,0.2974,0.3345,32.0,184.0,78.0,7.111111111111112
178,I. Sarr,24.5,249665,1.8658,0.6785,0.2908,0.1696,15.4228,1.1025,4.7613,0.4604,0.0363,0.4362,12.5757,5.9971,4.1434,2.1081,2.5806,0.9329,0.1333,0.0,0.0,0.0969,0.0,0.0121,0.0,1.1873,1.0177,0.1696,0.4119,0.20600000000000002,22.0,185.0,76.0,2.9166666666666665
179,I. Williams,40.0,291718,2.0916,0.8569,0.3133,0.1106,15.2953,0.9675,4.6162,0.3225,0.0184,0.2948,9.2325,3.9897,3.1051,1.6217,1.4097,1.0412,0.1014,0.0,0.0,0.0184,0.0092,0.0092,0.0092,1.1702,1.0043,0.1659,0.4146,0.1751,26.0,186.0,78.0,6.857142857142858
180,I. Zubeldia,24.0,20695,0.6637,0.1106,0.0246,0.0615,43.1293,0.295,7.4484,0.971,0.3319,1.2537,6.8092,3.675,0.9587,0.8358,0.6391,1.3889,0.2581,0.0123,0.0,0.0,0.0123,0.0,0.0,1.2168,0.971,0.2458,0.1229,0.4425,23.0,180.0,79.0,6.857142857142858
181,Isco,40.0,19487679,2.2999,0.9506,0.276,0.1687,62.0975,2.0086,14.8421,0.6133,0.0153,0.552,10.6869,5.4738,3.5879,2.5146,2.4532,0.9046,0.1073,0.0,0.0,0.0,0.0,0.0153,0.0,1.6253,1.0273,0.598,0.8126,0.8740000000000001,28.0,176.0,79.0,6.416666666666668
182,J. Alba,40.0,12699789,0.3839,0.1429,0.0625,0.25,61.8482,1.3929,6.875,0.5357,0.1339,1.7232,5.1429,2.4911,0.8393,0.5625,0.6161,0.7411,0.2321,0.0,0.0,0.0089,0.0,0.0,0.0,1.0982,1.0,0.0982,0.0893,0.1786,31.0,170.0,68.0,6.4
183,J. Andersen,16.0,43151,0.0,0.0,0.1124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2247,0.0,0.0,0.0,0.0,0.0,0.0,1.1236,1.0112,0.1124,0.2247,0.1124,28.0,178.0,75.0,0.0
184,J. Bamba,16.0,55040,2.0023,0.836,0.2374,0.1651,26.1224,1.5069,4.1903,0.4335,0.0516,0.7844,7.7923,3.0963,2.5183,1.3519999999999999,1.6823,0.7431,0.0619,0.0,0.0,0.0516,0.0,0.0619,0.0206,1.1869,1.0011,0.1858,0.289,0.2167,24.0,175.0,72.0,3.5
185,J. Boga,16.0,1287,1.7738,0.5226,0.2059,0.095,21.9354,1.1086,7.0953,0.1901,0.0,0.2534,8.3149,4.688,6.7944,4.5771,1.6471,0.3959,0.0,0.0,0.0,0.0158,0.0158,0.0,0.0158,1.3779,0.9819,0.3959,0.4593,0.5385,23.0,172.0,68.0,3.5
186,J. Bowen,16.0,44053,2.6846,1.0947,0.4778,0.0956,17.6803,1.225,3.6924,0.6169,0.0348,0.9557,10.139,4.5873,2.7368,1.4162,2.0069999999999997,0.7906,0.0695,0.0,0.0,0.0174,0.0,0.0348,0.0174,1.0947,1.0078,0.0869,0.1825,0.1216,24.0,0.0,0.0,5.375
187,J. Brandt,40.0,767487,1.8176,0.8148,0.3029,0.3029,43.0482,2.4130000000000003,6.6541,0.6477,0.0313,0.6268,7.5003,3.2487,3.3741,1.9012,0.679,0.5014,0.0209,0.0,0.0,0.0104,0.0,0.0,0.0,1.2744,1.0028,0.2716,0.4596,0.3029,24.0,186.0,84.0,6.5555555555555545
188,J. Cancelo,36.0,1710979,1.0892,0.2593,0.0519,0.0519,67.6867,0.9336,18.4129,2.6971,0.1037,1.556,5.8091,3.2676,2.9046,2.1266,0.6743,1.1411,0.1556,0.0,0.0,0.0,0.0,0.0,0.0,1.2448,0.9336,0.3112,0.0,1.2967,26.0,182.0,74.0,7.25
189,J. Corona_Por,20.0,524771,1.1154,0.311,0.1287,0.23600000000000002,28.7645,1.716,5.9953,0.8258,0.0644,1.5015,8.6444,4.526,4.2042,2.3166,1.952,1.3406,0.2252,0.0215,0.0107,0.0322,0.0,0.0,0.0,1.3085,1.0511,0.2574,0.5577,0.3003,27.0,173.0,62.0,4.9
190,J. Correa_Laz,30.5,626487,3.1336,1.4387,0.335,0.1577,29.5625,1.9117,9.7753,0.5124,0.0985,0.2365,8.1592,3.9614,4.7694,2.8971,1.892,0.9657,0.1182,0.0,0.0197,0.0788,0.0,0.0,0.0197,1.3796,0.9263,0.4533,0.3153,0.5321,26.0,189.0,75.0,7.0
191,J. David_Ham,22.5,23075,0.0,0.0,0.0,0.0,42.8571,2.0408,385.7143,0.0,0.0,4.0816,8.1633,6.1224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1224,0.0,6.1224,0.0,44.898,20.0,190.0,89.0,1.75
192,J. Draxler,24.0,4083998,1.0092,0.4515,0.1328,0.2656,49.3427,1.4872,9.3879,0.6772,0.0266,0.8365,6.4799,3.0673,2.2706,1.6067,0.4913,0.9428,0.239,0.0,0.0,0.0,0.0,0.0,0.0,1.5137,0.9693,0.5444,0.4647,0.7569,27.0,185.0,72.0,4.384615384615385
193,J. Firpo,20.0,594720,0.3005,0.0751,0.0751,0.0,51.8407,0.6011,19.3088,1.5778,0.3005,1.5026,0.0,0.0,1.127,0.6011,1.4275,2.4793,0.3005,0.0,0.0,0.0,0.0,0.0,0.0,1.2772,0.9767,0.3005,0.1503,1.0518,24.0,184.0,78.0,7.0
194,J. FÃ©lix,81.0,3266789,2.8164,0.9645,0.4823,0.1929,19.3673,1.0995,9.2593,0.3665,0.0,0.2701,5.8063,2.6042,1.9483,0.7909,2.1219,1.3889,0.2122,0.0,0.0,0.0772,0.0,0.0386,0.0,1.2924,1.0417,0.2508,0.6752,0.3665,21.0,181.0,70.0,5.5
195,J. GayÃ ,40.0,236227,0.4604,0.1083,0.009000000000000001,0.0542,31.2991,0.8486,6.3736,1.2097,0.1625,1.2549,7.4118,4.2611,1.8326,1.0382,1.4805,0.9389,0.2799,0.0,0.0,0.0451,0.009000000000000001,0.009000000000000001,0.0,1.0292,1.0021,0.0271,0.0451,0.1354,25.0,172.0,66.0,6.888888888888888
196,J. Gbamin,22.5,44473,1.0236,0.2992,0.0472,0.063,33.4803,0.5512,5.874,0.7717,0.2205,1.4803,12.1732,6.3465,2.126,1.1024,1.0394,1.3701,0.1102,0.0,0.0,0.0,0.0315,0.0,0.0,1.0394,0.9921,0.0472,0.0787,0.063,25.0,186.0,83.0,3.888888888888889
197,J. GimÃ©nez,56.0,1272448,0.5917,0.1306,0.0384,0.0384,34.381,0.2536,10.3666,0.8453,0.2843,1.6752,8.9449,5.9556,0.6916,0.5226,1.2756,0.9683,0.2382,0.0077,0.0,0.0077,0.0154,0.0,0.0,1.1373,1.0067,0.1306,0.1076,0.3765,24.578947368421048,183.73684210526315,78.3157894736842,6.63157894736842
198,J. Gomez,33.5,1574719,0.2282,0.0269,0.0,0.0269,57.11600000000001,0.4699,12.0166,1.4635,0.282,1.5977,7.3308,4.3636,0.8190000000000001,0.7116,0.6847,0.9264,0.1611,0.0134,0.0,0.0,0.0,0.0,0.0,1.2218,0.9667,0.2551,0.0403,0.6042,23.0,188.0,77.0,5.846153846153847
199,J. Grealish,30.5,739524,2.2097,0.679,0.2072,0.2417,40.7297,2.4629,4.9488,0.7481,0.1956,0.5409,14.2479,8.7122,3.6828,2.4284,4.6956,1.0128,0.2072,0.0,0.0,0.023,0.0,0.0115,0.0115,1.1164,0.9782,0.1381,0.1726,0.1611,25.0,175.0,68.0,5.0
200,J. Henderson,28.0,3644529,0.6513,0.1323,0.0509,0.1119,60.9811,1.0381,8.3757,1.8624,0.1221,1.3230000000000002,7.2664,3.8062,0.7327,0.34600000000000003,0.4478,1.1195,0.1323,0.0102,0.0,0.0,0.0102,0.0,0.0,1.2212,0.9872,0.2341,0.2646,0.3969,29.142857142857146,169.0,62.214285714285715,4.928571428571429
201,J. IkonÃ©,36.0,150264,1.4382,0.5183,0.1166,0.2203,19.9274,1.4771,4.7292,0.3887,0.0518,0.2203,6.5043,2.5784,4.0684,2.4359,0.8163,0.8681,0.1296,0.0,0.0,0.0,0.0,0.013000000000000001,0.0,1.2957,1.1013,0.1944,0.7904,0.311,22.0,175.0,67.0,3.5
202,J. Kimmich,64.0,2775568,0.6323,0.259,0.099,0.3123,63.3884,2.3158,6.0791,0.7694,0.1447,0.9903,5.7744,3.1614,1.4017,0.7389,1.4931,0.7161,0.16,0.0,0.0,0.0152,0.0076,0.0,0.0,1.0437,0.9979,0.0457,0.0686,0.0838,25.0,176.0,73.0,6.7
203,J. Kluivert,22.5,810572,2.2759,0.8796,0.2793,0.1955,22.6892,1.7593,8.95,0.8936,0.0559,0.4608,8.6987,4.0073,4.3424,2.2899,1.7034,1.6057,0.1815,0.013999999999999999,0.0,0.013999999999999999,0.0,0.0,0.0,1.3683,1.0332,0.3351,0.5585,0.5585,21.0,171.0,66.0,5.181818181818182
204,J. KoundÃ©,22.5,1673,0.4994,0.1411,0.0651,0.0217,39.366,0.2388,5.4066,0.608,0.38,0.9228,5.3849,3.0398,0.4126,0.3257,0.3691,0.5537,0.1194,0.0109,0.0,0.0,0.0434,0.0,0.0,1.0422,0.9879,0.0543,0.0217,0.2063,22.0,178.0,70.0,4.666666666666667
205,J. Lerma,20.0,50213,1.0338,0.1439,0.0393,0.0393,39.8325,0.5758,4.1874,1.217,0.3926,1.9367,12.4836,6.882999999999999,1.0338,0.7982,1.7535,1.7404,0.5103,0.0131,0.0,0.0131,0.0,0.0,0.0,1.0992,1.0338,0.0654,0.1832,0.1309,26.0,179.0,70.0,4.0
206,J. Lingard,17.5,6670002,2.1442,0.7893,0.2762,0.1447,38.1084,1.3944,14.8777,1.2891,0.0789,0.342,8.8398,3.5912,1.9863,0.934,1.4075,1.7364,0.2236,0.0,0.0,0.0263,0.0,0.0132,0.0,1.618,0.9997,0.6183,0.763,0.763,28.0,175.0,62.0,6.428571428571429
207,J. Maddison,48.0,788064,2.6882,0.7629,0.2815,0.1635,40.4777,2.888,6.103,1.0898,0.0363,0.4268,11.4522,6.4209,2.9153,1.9617,3.0333,0.9808,0.1453,0.0091,0.0,0.0363,0.0,0.0545,0.0182,1.1079999999999999,1.0353,0.0727,0.3905,0.1362,24.0,175.0,73.0,5.8
208,J. Mateta,17.5,217,3.238,1.2690000000000001,0.5251,0.0292,10.9831,0.8751,3.486,0.1896,0.0438,0.1459,14.8337,6.5782,2.4504,1.1669,1.2981,1.2835,0.0729,0.0146,0.0146,0.0292,0.0,0.0292,0.0,1.2690000000000001,1.021,0.248,0.5834,0.2917,23.0,190.0,84.0,4.0
209,J. Matip,32.0,111143,0.4589,0.0888,0.0444,0.0148,63.5139,0.2368,12.2262,1.5394,0.444,1.7318,8.2741,5.5654,0.2812,0.2072,0.6217,0.8289,0.1332,0.0,0.0,0.0,0.0,0.0,0.0,1.1397,0.9917,0.14800000000000002,0.0148,0.4885,29.0,195.0,90.0,5.833333333333332
210,J. Pedro,18.0,752000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4388,0.7194,0.7194,0.7194,1.4388,19.0,182.0,70.0,0.0
211,J. Reine-AdÃ©laÃ¯de,22.5,268553,1.0849,0.4254,0.1276,0.1064,25.9307,1.0423,8.679,0.6382,0.0,0.4254,11.4869,5.8498,4.9138,3.2759,1.9996,0.9147,0.1064,0.0,0.0,0.0213,0.0,0.0,0.0213,1.4040000000000001,1.1061,0.2978,0.7445,0.4467,22.0,183.0,75.0,3.363636363636364
212,J. RodrÃ­guez,32.0,45619171,1.5038,0.4555,0.2211,0.1239,28.2748,1.199,5.9182,0.9211,0.134,0.7435,4.689,2.3713,1.5139,0.8440000000000001,1.0383,0.9813,0.1608,0.0033,0.01,0.0167,0.0,0.0167,0.0,1.3632,1.0081,0.355,0.4354,0.5727,25.394736842105264,178.578947368421,70.21052631578948,4.052631578947368
213,J. Sancho,117.0,4253514,1.6936,0.8729,0.4299,0.48200000000000004,42.8999,2.371,7.5951,0.4169,0.013000000000000001,0.48200000000000004,6.7483,3.2569,5.7973,3.2308,1.0292,0.1954,0.0651,0.0,0.0,0.0391,0.0,0.0,0.0,1.3158,0.9771,0.3387,0.4039,0.4169,20.0,180.0,76.0,4.166666666666667
214,J. Stones,36.0,772639,0.5356,0.1737,0.0434,0.028999999999999998,81.7024,0.2461,15.634,0.7962,0.304,1.0712,6.1089,4.1546,0.4198,0.3764,0.2461,0.3329,0.0145,0.0,0.0,0.0,0.0145,0.0,0.0,1.2449,1.0133,0.2316,0.1592,0.6225,26.0,188.0,70.0,7.083333333333332
215,J. Tah,29.5,178394,0.3371,0.0892,0.0297,0.0397,62.3377,0.2776,7.9013,0.7832,0.4362,1.2194,5.2543,3.4302,0.6047,0.456,0.4858,0.6741,0.0991,0.0,0.0099,0.0,0.0397,0.0,0.0,1.031,0.9914,0.0397,0.0397,0.1884,24.0,195.0,97.0,6.3
216,J. Tarkowski,20.0,23274,0.537,0.1726,0.0384,0.0192,22.2862,0.21100000000000002,2.6084,1.6015,1.3234,1.3617,10.5006,7.0292,0.326,0.2877,0.7959,0.9398,0.21100000000000002,0.0,0.0,0.0,0.0192,0.0,0.0,1.0165,0.9973,0.0192,0.0096,0.0479,28.0,185.0,81.0,2.7
217,J. Vardy,16.0,1198681,2.291,1.1957,0.6029,0.1105,8.7319,0.9244,4.6925,0.42200000000000004,0.0603,0.1005,8.6314,3.4465,1.3063,0.5426,0.5527,0.6933,0.0904,0.0,0.01,0.0603,0.0,0.1507,0.0201,1.0852,0.9948,0.0904,0.2713,0.1306,33.0,179.0,74.0,6.125
218,J. Veretout,20.0,109424,1.3212,0.4208,0.1762,0.0587,46.2909,1.742,5.7643,0.8612,0.1468,1.1353,6.8604,3.3177,1.2233,0.8906,0.9102,1.2625,0.3034,0.0,0.0196,0.0,0.0098,0.1174,0.0196,1.0667,1.008,0.0587,0.1272,0.0783,27.0,177.0,67.0,7.142857142857142
219,J. Weigl,18.5,641544,0.3303,0.1016,0.0381,0.0,60.7547,0.2922,13.6323,1.1179999999999999,0.1906,1.1943,6.6573,3.9258,0.6479,0.5336,1.3213,1.3975,0.2795,0.0127,0.0,0.0,0.0254,0.0127,0.0,1.1434,0.991,0.1525,0.2033,0.4574,25.0,186.0,72.0,5.533333333333332
220,J. Willock,16.0,325039,1.6705,0.5315,0.2658,0.0,39.0281,1.0251,34.2065,2.2399,0.1519,1.063,8.9977,4.5558,3.5687,2.4298,1.139,1.2908,0.1139,0.0,0.0,0.0,0.0,0.0,0.0,1.8603,1.0251,0.8352,0.7213,1.4806,21.0,179.0,71.0,6.333333333333332
221,Joelinton,20.0,106490,2.347,0.8320000000000001,0.2732,0.149,20.8245,1.3411,5.5507,0.7202,0.1118,0.534,18.6142,7.9225,3.4894,1.8999,1.5398,1.8502,0.2359,0.0,0.0124,0.0248,0.0,0.0,0.0124,1.2418,1.0431,0.1987,0.447,0.1987,24.0,186.0,81.0,5.375
222,Jorginho,52.0,1264695,0.6414,0.2188,0.1283,0.0528,72.125,1.1017,9.5382,1.4715,0.166,1.8412,8.6402,4.1579,0.8829,0.5433,0.898,1.0715,0.2339,0.0,0.0075,0.0,0.0151,0.0906,0.0151,1.1395,1.0489,0.0906,0.332,0.2264,29.0,180.0,65.75,6.625
223,K. BaldÃ©,16.0,764695,2.188,1.0419,0.4376,0.2084,18.1913,1.0627,12.6485,0.3126,0.0208,0.3126,7.7308,3.5007,2.1254,1.2919,1.6669999999999998,1.3961,0.2292,0.0417,0.0,0.0208,0.0,0.0,0.0,1.8337,0.9794,0.8543,0.6876,1.2086,25.0,184.0,80.0,5.090909090909091
224,K. Benzema,32.0,34233539,3.2177,1.3841,0.5393,0.2607,30.7748,1.7167,8.1611,0.3056,0.018000000000000002,0.2517,6.2017,2.5526,2.1212,1.3212,0.5033,0.6292,0.009000000000000001,0.0,0.0,0.018000000000000002,0.0,0.0629,0.0,1.1684,1.0606,0.1079,0.4674,0.1348,33.0,185.0,81.0,7.090909090909091
225,K. Coman,40.0,1100456,2.2479,1.1561,0.3532,0.2248,34.9872,1.8786,12.0906,0.4656,0.0,0.3051,10.3565,5.4913,6.1978,3.7733,1.9589,0.6904,0.0963,0.0,0.0,0.0482,0.0161,0.0,0.0,1.429,0.9794,0.4496,0.5941,0.4978,24.0,179.0,75.0,7.111111111111112
226,K. De Bruyne,120.0,11099793,2.7407,0.9854,0.2772,0.503,57.2675,3.4695,9.1768,1.4473,0.0924,0.7801,9.8337,4.7321,2.7202,1.8579,1.0881,0.9136,0.1129,0.0,0.0,0.0103,0.0,0.0205,0.0,1.2113,1.047,0.1642,0.4824,0.2361,29.0,181.0,68.0,7.083333333333332
227,K. Demirbay,19.0,0,2.1999,0.5432,0.1086,0.3259,45.9261,2.6616,12.2895,1.3172,0.2444,0.9506,10.1575,4.8615,3.0011,2.0098,1.3444,1.9555,0.2988,0.0136,0.0,0.0,0.0,0.0136,0.0,1.2357,1.0456,0.1901,0.3938,0.3123,27.0,182.0,72.0,7.090909090909091
228,K. Diatta,16.0,197203,0.1077,0.018000000000000002,0.1975,0.0,2.531,0.1795,6.2107,0.1795,0.018000000000000002,0.1257,0.3052,0.1795,0.5744,0.377,0.0539,0.1975,0.1616,0.018000000000000002,0.0,0.0,0.0,0.0,0.0,1.2386,1.0052,0.2334,0.3949,0.3052,21.0,173.0,68.0,2.0
229,K. Dolberg,81.0,390778,2.3456,1.1728,0.4751,0.0742,10.3325,0.7423,9.041,0.2524,0.0297,0.3266,5.2108,2.4495,1.3955,0.6829,1.4846,1.1431,0.0742,0.0,0.0,0.0594,0.0,0.0297,0.0148,1.4697,0.9798,0.4899,0.5048,0.6384,23.0,187.0,83.0,3.7857142857142856
230,K. Havertz,17.5,767485,2.1459,0.9266,0.3804,0.2048,42.3137,1.5412,7.3644,0.5365,0.0488,0.4487,9.286,4.3309,3.0238,1.4534,1.5412,0.9364,0.0878,0.0,0.0,0.0098,0.0,0.0488,0.0,1.1217,1.0144,0.1073,0.2243,0.1756,21.0,188.0,83.0,6.4
231,K. Kampl,56.0,170960,0.7227,0.2677,0.0669,0.1338,33.7928,1.2179,12.7141,0.5889,0.0268,1.0037,4.6172,2.061,0.977,0.7093,0.2543,0.7896,0.1338,0.0,0.0,0.0,0.0,0.0,0.0,1.1777,0.977,0.2007,0.3346,0.3078,30.0,178.0,67.0,5.9230769230769225
232,K. Koulibaly,24.0,1443167,0.5475,0.1795,0.0628,0.0269,67.6331,0.2872,7.6654,0.9963,0.6732,1.3105,6.4806,3.5903,0.5475,0.377,0.4308,1.2746,0.2693,0.009000000000000001,0.018000000000000002,0.0,0.009000000000000001,0.0,0.0,1.0232,1.0143,0.009000000000000001,0.018000000000000002,0.0449,29.0,195.0,89.0,6.454545454545454
233,K. Laimer,32.0,32064,0.6379,0.2287,0.0722,0.1324,33.2531,0.8545,8.8458,2.2385,0.1685,1.3239,9.8688,4.5974,2.0580000000000003,1.2276,0.7101,2.0941,0.2527,0.012,0.0,0.012,0.0,0.0,0.0,1.3239,1.023,0.3009,0.3851,0.5295,23.0,180.0,72.0,6.363636363636362
234,K. Manolas,21.5,602431,0.5644,0.1683,0.099,0.0099,42.0537,0.1188,6.9017,0.5248,0.5842,1.4358,4.9015,3.0894,0.1386,0.1188,0.5743,0.8615,0.1287,0.0,0.0,0.0,0.0297,0.0,0.0,1.0595,1.0298,0.0297,0.1287,0.1683,29.0,189.0,83.0,5.5
235,K. MbappÃ©,180.0,40807990,3.0286,1.662,0.831,0.2862,18.5411,1.3943,7.2207,0.1385,0.0,0.1662,4.2844,2.1237,3.5365,2.0314,0.9141,0.434,0.1108,0.0,0.0277,0.0462,0.0,0.0092,0.0,1.145,0.988,0.157,0.2308,0.2216,22.0,178.0,73.0,4.875
236,K. Piatek,20.0,1243971,4.1339999999999995,1.5088,0.4828,0.0302,13.2468,1.026,8.5999,0.3923,0.1509,0.2112,8.1774,3.3193,0.7846,0.4526,2.2028,2.0217,0.0302,0.0,0.0,0.0604,0.0,0.1509,0.0,1.2372,1.0561,0.1811,0.513,0.2716,25.0,183.0,77.0,7.0
237,K. Tierney,28.0,587798,0.1068,0.0427,0.0534,0.0534,11.9551,0.406,5.7265,0.3098,0.0321,0.4808,1.6774,0.9615,0.5128,0.3846,0.2244,0.235,0.0855,0.0,0.0,0.0,0.0107,0.0,0.0,1.0791,1.0256,0.0534,0.1389,0.1175,23.0,178.0,70.0,3.0625
238,K. Trippier,28.0,691216,0.2843,0.0547,0.0109,0.1968,42.6307,2.1539,8.4736,1.8587,0.2077,0.9512,6.44,3.7831,0.831,0.5248,0.7982,0.82,0.0656,0.0,0.0,0.0109,0.0,0.0,0.0219,1.0824,1.0059,0.0765,0.1203,0.3717,30.0,178.0,71.0,6.0
239,K. Volland,40.0,176399,2.4422,1.1303,0.4037,0.2422,19.346,1.3725,6.7010000000000005,0.4844,0.0404,0.1917,8.0331,3.2496,1.9174,1.0092,1.534,1.4734,0.1413,0.0,0.0,0.0404,0.0101,0.0,0.0,1.0899,1.0092,0.0807,0.2422,0.1312,28.0,178.0,85.0,7.222222222222222
240,K. Walker_City,28.0,1786433,0.5592,0.0946,0.0258,0.1032,65.425,0.7226,7.9491,1.0151,0.1032,1.0496,7.106,4.1036,1.2388,0.8259,0.542,0.6882,0.1376,0.0086,0.0,0.0,0.0258,0.0,0.0,1.1012,0.9979,0.1032,0.1032,0.3097,30.0,178.0,70.0,6.333333333333332
