,player_name,position,age,height,weight,rating,value,follower,shots_on,goals_total,goals_assists,passes_key,tackles_blocks,tackles_interceptions,duels_won,dribbles_success,fouls_drawn,fouls_committed,cards_yellow,cards_yellowred,cards_red,games_played
36,F. Ruiz,2.0,24.0,189.0,70.0,7.111111111111112,48.0,431271,0.1780047,0.0390735,0.036080999999999995,0.48186689999999993,0.03165,0.37653000000000003,1.3776989,0.5340431999999999,0.28794,0.21201,0.0348,0.00315,0.0,94.8111
37,F. Thauvin,2.0,27.0,179.0,70.0,3.7,32.0,1106225,0.37146149999999994,0.1584885,0.0792585,0.5406489,0.00378,0.09858,1.8591891,0.7980965999999999,0.4512,0.26541,0.06447,0.0,0.00378,79.1222
38,F. Torres_Val,2.0,20.0,184.0,77.0,7.0,45.0,136076,0.1637457,0.049761,0.05528999999999999,0.38397449999999994,0.01164,0.20958,0.9474926,0.5477493,0.40749,0.32600999999999997,0.06405,0.0,0.0,51.5333
39,F. de Jong,2.0,23.0,180.0,74.0,4.454545454545454,72.0,7020902,0.0549117,0.016131,0.0349695,0.3184995,0.05094,0.35945999999999995,1.2969322,0.568323,0.34815,0.1755,0.02265,0.00282,0.0,105.9889
40,Fabinho,2.0,27.0,188.0,78.0,5.307692307692308,56.0,1820950,0.051507,0.0280155,0.019607999999999997,0.22322609999999998,0.04130999999999999,0.37766999999999995,2.076858,0.1917399,0.42485999999999996,0.44553000000000004,0.08556,0.0,0.0,101.6778
41,Fred,2.0,27.0,169.0,64.0,5.8181818181818175,17.5,5309528,0.0662316,0.022714499999999995,0.0162165,0.24176279999999997,0.0444,0.29364,1.0193647,0.2848308,0.30045,0.33801,0.10242,0.00342,0.0,87.8667
42,G. Castrovilli,2.0,23.0,176.0,71.0,2.333333333333333,20.0,124165,0.0388485,0.0380475,0.0084645,0.12088139999999999,0.00891,0.06675,0.0,0.31512389999999996,0.27147,0.20916,0.07565999999999999,0.0,0.0,67.4111
43,G. Guedes,2.0,24.0,179.0,68.0,6.1818181818181825,22.5,459148,0.20559149999999998,0.062928,0.0587385,0.4240161,0.0,0.15011999999999998,1.8812701,0.7280819999999999,0.8565900000000001,0.38415,0.03531,0.0,0.0,67.9444
44,G. Kondogbia,2.0,27.0,188.0,80.0,5.727272727272728,22.5,14179,0.06605699999999999,0.026647499999999998,0.019038,0.14768249999999997,0.09215999999999999,0.69714,1.8815189,0.40416989999999997,0.48878999999999995,0.52485,0.10817999999999998,0.00402,0.0,74.8778
45,G. Lo Celso,2.0,24.0,177.0,68.0,5.8181818181818175,40.0,1173967,0.23099579999999997,0.08227949999999999,0.0342855,0.35699879999999995,0.025259999999999998,0.20568,1.7505568,0.640491,0.6530699999999999,0.37887,0.07937999999999999,0.0036,0.0,83.1444
46,G. Sigurdsson,2.0,31.0,186.0,79.0,6.4,22.5,232800,0.21825,0.0681435,0.043377,0.5693415,0.039119999999999995,0.30978,1.1865272,0.24670979999999998,0.25761,0.3,0.03261,0.0,0.0,92.0
47,G. Wijnaldum,2.0,30.0,175.0,69.0,5.166666666666667,40.0,4309592,0.09716489999999998,0.0333165,0.009519,0.2064645,0.03756,0.20532,1.2147971,0.3497529,0.26793,0.15273,0.01752,0.0,0.0,119.8111
48,G. Xhaka,2.0,28.0,185.0,82.0,5.538461538461538,24.0,2041052,0.09457499999999999,0.0170715,0.031692,0.33351509999999995,0.08979,0.2925,1.4576258999999998,0.1468386,0.39771,0.5105999999999999,0.10008,0.0,0.0,116.9222
49,H. Aouar,2.0,22.0,175.0,70.0,4.75,49.5,348189,0.19168169999999998,0.059963999999999996,0.06258599999999999,0.37006469999999997,0.03294,0.27447,1.4198394,0.7321559999999999,0.49130999999999997,0.258,0.02745,0.0,0.0,109.3
50,H. Barnes,2.0,23.0,174.0,66.0,6.583333333333332,17.5,74268,0.2828229,0.08017049999999999,0.072903,0.45771389999999995,0.02301,0.09207,1.4118156,0.5767911,0.37211999999999995,0.24167999999999998,0.00768,0.0,0.0,78.2
