aq,cr,cv,dt,hv,lv,ncv,ov,rf,name
270999,0.0,0,20190726,250000.0,245000.0,245500,245500.0,3,현대모비스
495994,5.5913978,13000,20190725,246500.0,237000.0,245500,240000.0,2,현대모비스
111346,-0.2145922,-500,20190724,235500.0,231500.0,232500,232000.0,5,현대모비스
150346,2.4175824,5500,20190723,233000.0,226500.0,233000,230000.0,2,현대모비스
194960,-2.5695931,-6000,20190722,233000.0,226000.0,227500,231500.0,5,현대모비스
134565,1.082251,2500,20190719,234000.0,229500.0,233500,233500.0,2,현대모비스
140916,-1.4925373,-3500,20190718,233000.0,229500.0,231000,231500.0,5,현대모비스
142711,1.2958963,3000,20190717,234500.0,230500.0,234500,232000.0,2,현대모비스
550390,-0.8899999856948853,-1500,20191210,169000.0,165000.0,166500,168000.0,5,셀트리온
346240,-1.1764705,-2000,20191209,171000.0,167500.0,168000,170000.0,5,셀트리온
337447,0.8902077,1500,20191206,171500.0,168500.0,170000,169000.0,2,셀트리온
581994,-1.4619883,-2500,20191205,173000.0,165500.0,168500,172500.0,5,셀트리온
427490,-2.0057306,-3500,20191204,175000.0,170000.0,171000,173000.0,5,셀트리온
285238,-0.5698005,-1000,20191203,175500.0,172000.0,174500,173000.0,5,셀트리온
346391,0.8620689,1500,20191202,177500.0,174000.0,175500,175000.0,2,셀트리온
590691,-2.5210084,-4500,20191129,179000.0,172000.0,174000,178500.0,5,셀트리온
466884,-2.9891304,-5500,20191128,185500.0,178000.0,178500,183000.0,5,셀트리온
589879,2.2222222,4000,20191127,186000.0,179000.0,184000,183000.0,2,셀트리온
701187,-0.5524861,-1000,20191126,185500.0,180000.0,180000,184500.0,5,셀트리온
504384,3.4285714,6000,20191125,181500.0,176000.0,181000,176000.0,2,셀트리온
619085,-1.1299435,-2000,20191122,177500.0,171500.0,175000,175500.0,5,셀트리온
865834,-4.0650406,-7500,20191121,186000.0,174000.0,177000,186000.0,5,셀트리온
411474,0.5449591,1000,20191120,185500.0,182000.0,184500,183500.0,2,셀트리온
395894,-1.608579,-3000,20191119,186500.0,182000.0,183500,186000.0,5,셀트리온
280805,0.2688172,500,20191118,188000.0,185500.0,186500,187000.0,2,셀트리온
379577,-0.2680965,-500,20191115,187500.0,184000.0,186000,187000.0,5,셀트리온
585992,3.038674,5500,20191114,187000.0,182000.0,186500,182500.0,2,셀트리온
518524,-2.425876,-4500,20191113,185500.0,181000.0,181000,184000.0,5,셀트리온
411263,-0.2688172,-500,20191112,187500.0,184000.0,185500,185500.0,5,셀트리온
640182,-1.0638297,-2000,20191111,188500.0,182000.0,186000,187500.0,5,셀트리온
807604,-1.5706806,-3000,20191108,193500.0,186000.0,188000,193500.0,5,셀트리온
1023475,-2.7989821,-5500,20191107,201000.0,189500.0,191000,200000.0,5,셀트리온
349162,-0.5063291,-1000,20191106,199000.0,196500.0,196500,199000.0,5,셀트리온
442508,-0.5037783,-1000,20191105,199000.0,196000.0,197500,198000.0,5,셀트리온
486729,-0.2512562,-500,20191104,201000.0,197500.0,198500,200500.0,5,셀트리온
519587,-0.5,-1000,20191101,200000.0,196000.0,199000,200000.0,5,셀트리온
524708,-1.9607843,-4000,20191031,206500.0,200000.0,200000,206500.0,5,셀트리온
421777,-0.729927,-1500,20191030,207000.0,202000.0,204000,207000.0,5,셀트리온
615245,2.2388059,4500,20191029,206500.0,202000.0,205500,202000.0,2,셀트리온
395313,2.0304568,4000,20191028,201000.0,197000.0,201000,198000.0,2,셀트리온
508707,0.0,0,20191025,201500.0,195000.0,197000,198500.0,3,셀트리온
902749,0.2544529,500,20191024,197000.0,189000.0,197000,193500.0,2,셀트리온
1574542,2.610966,5000,20191023,202500.0,193000.0,196500,193000.0,2,셀트리온
1075991,5.2197802,9500,20191022,193000.0,182500.0,191500,183500.0,2,셀트리온
380996,0.275482,500,20191021,184500.0,178500.0,182000,181000.0,2,셀트리온
435152,-3.4574468,-6500,20191018,188500.0,181000.0,181500,188000.0,5,셀트리온
386801,0.5347593,1000,20191017,190000.0,186500.0,188000,188500.0,2,셀트리온
446617,1.9073569,3500,20191016,188000.0,184500.0,187000,186500.0,2,셀트리온
251875,0.5479452,1000,20191015,184000.0,180500.0,183500,182000.0,2,셀트리온
326855,0.5509641,1000,20191014,184000.0,180500.0,182500,184000.0,2,셀트리온
508087,0.276243,500,20191011,185000.0,180000.0,181500,182000.0,2,셀트리온
607459,0.2770083,500,20191010,182000.0,177500.0,181000,179000.0,2,셀트리온
623940,1.1204481,2000,20191008,182000.0,175500.0,180500,179500.0,2,셀트리온
703398,3.1791907,5500,20191007,179500.0,173000.0,178500,174000.0,2,셀트리온
430560,0.289855,500,20191004,174500.0,171000.0,173000,172500.0,2,셀트리온
614668,-0.5763688,-1000,20191002,176500.0,171000.0,172500,172000.0,5,셀트리온
1232784,5.7926829,9500,20191001,174500.0,166500.0,173500,169000.0,2,셀트리온
514888,-1.2048192,-2000,20190930,167000.0,160500.0,164000,166500.0,5,셀트리온
265476,-0.5988023,-1000,20190927,169000.0,165000.0,166000,168500.0,5,셀트리온
403484,0.3003003,500,20190926,170000.0,165500.0,167000,167500.0,2,셀트리온
588251,-1.1869436,-2000,20190925,171000.0,165500.0,166500,168500.0,5,셀트리온
825451,-1.4619883,-2500,20190924,170500.0,166000.0,168500,168500.0,5,셀트리온
884762,-2.5641025,-4500,20190923,176500.0,169000.0,171000,176500.0,5,셀트리온
595515,4.1543026,7000,20190920,176000.0,169000.0,175500,169000.0,2,셀트리온
766855,-2.8818443,-5000,20190919,175000.0,167000.0,168500,174500.0,5,셀트리온
551625,1.4619883,2500,20190918,175500.0,172000.0,173500,172500.0,2,셀트리온
731052,0.2932551,500,20190917,174500.0,169000.0,171000,170500.0,2,셀트리온
571746,0.8875739,1500,20190916,171000.0,166500.0,170500,169500.0,2,셀트리온
995168,2.4242424,4000,20190911,171000.0,166000.0,169000,166500.0,2,셀트리온
324994,-0.6024096,-1000,20190910,168000.0,164500.0,165000,166500.0,5,셀트리온
319810,0.3021148,500,20190909,167500.0,165000.0,166000,167500.0,2,셀트리온
354981,0.9146341,1500,20190906,166000.0,162000.0,165500,165000.0,2,셀트리온
646888,-2.0895522,-3500,20190905,170000.0,163000.0,164000,169000.0,5,셀트리온
809996,4.3613707,7000,20190904,168000.0,160000.0,167500,160000.0,2,셀트리온
803172,2.5559105,4000,20190903,163000.0,156500.0,160500,156500.0,2,셀트리온
380075,-0.3184713,-500,20190902,159000.0,152500.0,156500,156000.0,5,셀트리온
502672,0.0,0,20190830,161000.0,156500.0,157000,160500.0,3,셀트리온
1018768,0.6410256,1000,20190829,161500.0,154500.0,157000,156500.0,2,셀트리온
1109554,7.5862068,11000,20190828,156500.0,144000.0,156000,145000.0,2,셀트리온
739633,2.4734982,3500,20190827,148000.0,143500.0,145000,145500.0,2,셀트리온
1170629,-6.60066,-10000,20190826,149500.0,140500.0,141500,147500.0,5,셀트리온
431910,-0.6557377,-1000,20190823,153000.0,149000.0,151500,149500.0,5,셀트리온
497935,-2.5559105,-4000,20190822,158000.0,152000.0,152500,157000.0,5,셀트리온
593283,0.9677419,1500,20190821,160500.0,154500.0,156500,155000.0,2,셀트리온
330814,1.3071895,2000,20190820,155000.0,152000.0,155000,153500.0,2,셀트리온
331502,-0.6493506,-1000,20190819,156500.0,152000.0,153000,154500.0,5,셀트리온
414772,0.3257328,500,20190816,154500.0,150000.0,154000,152500.0,2,셀트리온
607181,0.3267973,500,20190814,159500.0,153500.0,153500,159500.0,2,셀트리온
390460,-1.2903225,-2000,20190813,155500.0,152000.0,153000,153000.0,5,셀트리온
545830,-0.3215434,-500,20190812,157000.0,151500.0,155000,155000.0,5,셀트리온
792762,0.9740259,1500,20190809,159000.0,154500.0,155500,155500.0,2,셀트리온
1077964,3.7037037,5500,20190808,154000.0,150000.0,154000,150500.0,2,셀트리온
1239839,1.3651877,2000,20190807,153000.0,146000.0,148500,150500.0,2,셀트리온
3426659,0.6872852,1000,20190806,155000.0,137500.0,146500,138000.0,2,셀트리온
3101964,-11.0091743,-18000,20190805,162000.0,145500.0,145500,160000.0,5,셀트리온
1247036,-4.1055718,-7000,20190802,170500.0,162500.0,163500,168500.0,5,셀트리온
693633,0.0,0,20190801,175500.0,169500.0,170500,169500.0,3,셀트리온
1349890,-3.6723163,-6500,20190731,176500.0,165500.0,170500,176000.0,5,셀트리온
505434,-1.1173184,-2000,20190730,183500.0,177000.0,177000,179500.0,5,셀트리온
433879,-3.2432432,-6000,20190729,184500.0,179000.0,179000,183500.0,5,셀트리온
582949,3.9325842,7000,20190726,186000.0,177000.0,185000,177000.0,2,셀트리온
515167,-1.1111111,-2000,20190725,180500.0,176500.0,178000,179000.0,5,셀트리온
466319,-1.098901,-2000,20190724,183000.0,178000.0,180000,182500.0,5,셀트리온
355671,-1.3550135,-2500,20190723,185000.0,181000.0,182000,184500.0,5,셀트리온
270774,0.0,0,20190722,187500.0,184000.0,184500,185500.0,3,셀트리온
453800,2.2160664,4000,20190719,185000.0,180500.0,184500,180500.0,2,셀트리온
572978,-2.1680216,-4000,20190718,184500.0,179500.0,180500,182500.0,5,셀트리온
470563,-2.1220159,-4000,20190717,189500.0,182500.0,184500,189000.0,5,셀트리온
158841,1.36,4000,20191210,300000.0,297500.0,299000,298500.0,2,LG화학
150943,0.1697792,500,20191209,298500.0,294500.0,295000,297500.0,2,LG화학
155425,0.3407155,1000,20191206,298500.0,293000.0,294500,295500.0,2,LG화학
199730,-1.0118043,-3000,20191205,296500.0,292000.0,293500,296500.0,5,LG화학
316394,-4.2003231,-13000,20191204,307000.0,295500.0,296500,306500.0,5,LG화학
97676,0.1618122,500,20191203,310500.0,305500.0,309500,308500.0,2,LG화학
123351,0.8156606,2500,20191202,311000.0,306000.0,309000,308000.0,2,LG화학
197050,-0.8090614,-2500,20191129,309500.0,304000.0,306500,306500.0,5,LG화학
87936,0.0,0,20191128,311000.0,307000.0,309000,308500.0,3,LG화학
100282,0.1620745,500,20191127,312500.0,307000.0,309000,312500.0,2,LG화학
302933,0.0,0,20191126,313000.0,308500.0,308500,311000.0,3,LG화학
300005,2.4916943,7500,20191125,311500.0,302000.0,308500,302500.0,2,LG화학
285700,-1.3114754,-4000,20191122,307000.0,301000.0,301000,304500.0,5,LG화학
156773,-1.4539579,-4500,20191121,310500.0,303500.0,305000,310000.0,5,LG화학
188995,-2.519685,-8000,20191120,317500.0,308500.0,309500,316500.0,5,LG화학
136513,0.4746835,1500,20191119,319000.0,313500.0,317500,315500.0,2,LG화학
88958,-0.4724409,-1500,20191118,318000.0,315500.0,316000,317500.0,5,LG화학
130953,-0.625978,-2000,20191115,321000.0,316000.0,317500,317500.0,5,LG화학
135926,1.5898251,5000,20191114,319500.0,315000.0,319500,317500.0,2,LG화학
117232,-0.9448818,-3000,20191113,318000.0,312000.0,314500,316500.0,5,LG화학
62703,0.1577287,500,20191112,319000.0,316500.0,317500,317500.0,2,LG화학
124161,-1.8575851,-6000,20191111,324000.0,316000.0,317000,323500.0,5,LG화학
173853,2.0537124,6500,20191108,323000.0,318000.0,323000,320500.0,2,LG화학
108717,-0.3149606,-1000,20191107,318500.0,314000.0,316500,317000.0,5,LG화학
201082,-1.2441679,-4000,20191106,325500.0,317000.0,317500,324000.0,5,LG화학
244050,2.063492,6500,20191105,321500.0,316000.0,321500,316500.0,2,LG화학
236514,1.9417475,6000,20191104,315000.0,310500.0,315000,311000.0,2,LG화학
86443,0.4878048,1500,20191101,309000.0,305000.0,309000,308000.0,2,LG화학
236988,0.8196721,2500,20191031,310500.0,305500.0,307500,308000.0,2,LG화학
196715,1.6666666,5000,20191030,306000.0,299000.0,305000,302500.0,2,LG화학
141589,-0.6622516,-2000,20191029,304500.0,300000.0,300000,304000.0,5,LG화학
141604,0.1658374,500,20191028,305000.0,301500.0,302000,304000.0,2,LG화학
255701,1.1744966,3500,20191025,307500.0,299500.0,301500,306000.0,2,LG화학
238188,-0.5008347,-1500,20191024,305000.0,296500.0,298000,303500.0,5,LG화학
125797,0.3350083,1000,20191023,300500.0,297000.0,299500,298500.0,2,LG화학
250758,0.0,0,20191022,300000.0,296500.0,298500,299000.0,3,LG화학
146338,1.0152284,3000,20191021,300000.0,296500.0,298500,298500.0,2,LG화학
263628,-2.7960526,-8500,20191018,305000.0,295500.0,295500,301500.0,5,LG화학
124636,0.330033,1000,20191017,307000.0,303000.0,304000,306500.0,2,LG화학
169910,0.0,0,20191016,304500.0,301000.0,303000,303500.0,3,LG화학
127670,-0.3289473,-1000,20191015,305500.0,302000.0,303000,304000.0,5,LG화학
146205,0.4958677,1500,20191014,306500.0,302000.0,304000,305000.0,2,LG화학
182446,1.8518518,5500,20191011,303500.0,299000.0,302500,300500.0,2,LG화학
224500,0.5076142,1500,20191010,297500.0,292500.0,297000,294000.0,2,LG화학
205540,2.2491349,6500,20191008,296500.0,289500.0,295500,290000.0,2,LG화학
284855,-2.3648648,-7000,20191007,297000.0,286500.0,289000,294500.0,5,LG화학
167424,-0.168634,-500,20191004,302000.0,296000.0,296000,297500.0,5,LG화학
234302,-2.6272577,-8000,20191002,303500.0,296500.0,296500,303500.0,5,LG화학
190739,1.669449,5000,20191001,308500.0,298000.0,304500,299000.0,2,LG화학
214811,-0.6633499,-2000,20190930,302500.0,297500.0,299500,300000.0,5,LG화학
273366,-0.9852216,-3000,20190927,304500.0,301000.0,301500,303500.0,5,LG화학
239641,-0.1639344,-500,20190926,307500.0,303500.0,304500,306500.0,5,LG화학
962072,-6.7278287,-22000,20190925,315000.0,304000.0,305000,315000.0,5,LG화학
142221,1.0819165,3500,20190924,327000.0,322500.0,327000,322500.0,2,LG화학
174354,-1.6717325,-5500,20190923,328500.0,323000.0,323500,328500.0,5,LG화학
158169,0.4580152,1500,20190920,329000.0,326000.0,329000,327500.0,2,LG화학
108529,0.6144393,2000,20190919,328500.0,324500.0,327500,325000.0,2,LG화학
100339,-0.610687,-2000,20190918,328500.0,324500.0,325500,328000.0,5,LG화학
227963,0.9244992,3000,20190917,327500.0,320500.0,327500,324000.0,2,LG화학
319049,0.1543209,500,20190916,326500.0,318500.0,324500,321000.0,2,LG화학
244506,0.621118,2000,20190911,327000.0,321500.0,324000,322000.0,2,LG화학
150462,-0.9230769,-3000,20190910,328000.0,320000.0,322000,325500.0,5,LG화학
128902,-1.065449,-3500,20190909,330500.0,325000.0,325000,328000.0,5,LG화학
111619,1.076923,3500,20190906,330000.0,326000.0,328500,326000.0,2,LG화학
170296,1.0886469,3500,20190905,328000.0,321000.0,325000,322500.0,2,LG화학
137210,-0.1552795,-500,20190904,321500.0,318000.0,321500,318500.0,5,LG화학
98010,0.1555209,500,20190903,323500.0,320000.0,322000,321500.0,2,LG화학
227172,-2.7231467,-9000,20190902,324000.0,315500.0,321500,322000.0,5,LG화학
115040,1.6923076,5500,20190830,331000.0,327500.0,330500,329000.0,2,LG화학
70201,0.3086419,1000,20190829,327500.0,322500.0,325000,325500.0,2,LG화학
107317,0.3095975,1000,20190828,329000.0,323000.0,324000,324000.0,2,LG화학
190393,-0.1545595,-500,20190827,331500.0,321500.0,323000,327000.0,5,LG화학
179599,-1.8209408,-6000,20190826,332500.0,322500.0,323500,329500.0,5,LG화학
178100,2.96875,9500,20190823,332500.0,316000.0,329500,316000.0,2,LG화학
165953,-2.4390243,-8000,20190822,332000.0,320000.0,320000,327500.0,5,LG화학
114378,1.2345679,4000,20190821,330000.0,323500.0,328000,324500.0,2,LG화학
75449,0.9345794,3000,20190820,325000.0,319000.0,324000,319500.0,2,LG화학
84033,0.3125,1000,20190819,322000.0,318000.0,321000,321000.0,2,LG화학
85005,-1.0819165,-3500,20190816,320500.0,315000.0,320000,320000.0,5,LG화학
192588,4.6925566,14500,20190814,323500.0,311500.0,323500,313500.0,2,LG화학
119987,-1.5923566,-5000,20190813,314500.0,308500.0,309000,312000.0,5,LG화학
84452,-0.9463722,-3000,20190812,317000.0,313000.0,314000,315500.0,5,LG화학
86491,-0.3144654,-1000,20190809,322500.0,317000.0,317000,321000.0,5,LG화학
182984,0.792393,2500,20190808,322000.0,314000.0,318000,320000.0,2,LG화학
164132,1.7741935,5500,20190807,317500.0,309000.0,315500,309500.0,2,LG화학
287938,-1.7432646,-5500,20190806,317500.0,301000.0,310000,301000.0,5,LG화학
234602,-4.826546,-16000,20190805,330000.0,315500.0,315500,328000.0,5,LG화학
151336,-0.3007518,-1000,20190802,333000.0,325000.0,331500,325000.0,5,LG화학
129913,-1.4814814,-5000,20190801,339000.0,332500.0,332500,338500.0,5,LG화학
185273,0.8968609,3000,20190731,342000.0,330000.0,337500,330000.0,2,LG화학
95024,0.4504504,1500,20190730,336000.0,328000.0,334500,328000.0,2,LG화학
168075,0.0,0,20190729,333500.0,325000.0,333000,333500.0,3,LG화학
203369,-0.8928571,-3000,20190726,337000.0,330500.0,333000,336000.0,5,LG화학
488905,-4.950495,-17500,20190725,346000.0,335000.0,336000,345500.0,5,LG화학
102363,-1.5320334,-5500,20190724,361000.0,351000.0,353500,361000.0,5,LG화학
87905,0.560224,2000,20190723,361500.0,357000.0,359000,357500.0,2,LG화학
80333,-1.2448132,-4500,20190722,360000.0,355500.0,357000,360000.0,5,LG화학
158745,1.5449438,5500,20190719,361500.0,355000.0,361500,358500.0,2,LG화학
145999,0.8498583,3000,20190718,359500.0,352500.0,356000,353000.0,2,LG화학
142249,0.0,0,20190717,356500.0,349500.0,353000,355000.0,3,LG화학
730082,-0.11,-50,20191210,44250.0,43650.0,44050,43650.0,5,신한지주
763089,0.8,350,20191209,44300.0,43650.0,44100,43950.0,2,신한지주
601523,0.8064516,350,20191206,43750.0,43400.0,43750,43700.0,2,신한지주
1008145,0.1153402,50,20191205,43900.0,43100.0,43400,43150.0,2,신한지주
1008097,-0.2301495,-100,20191204,43600.0,43100.0,43350,43100.0,5,신한지주
819497,-0.3440366,-150,20191203,43600.0,42900.0,43450,43100.0,5,신한지주
602272,0.1148105,50,20191202,43900.0,43300.0,43600,43550.0,2,신한지주
991502,-2.1348314,-950,20191129,44800.0,43400.0,43550,44750.0,5,신한지주
532711,-0.3359462,-150,20191128,44650.0,44200.0,44500,44350.0,5,신한지주
924878,-0.6674082,-300,20191127,45450.0,44600.0,44650,45300.0,5,신한지주
2152647,1.3528748,600,20191126,44950.0,44250.0,44950,44800.0,2,신한지주
1182531,0.3393665,150,20191125,44650.0,44000.0,44350,44200.0,2,신한지주
883071,1.3761467,600,20191122,44200.0,43500.0,44200,43900.0,2,신한지주
1156886,-1.357466,-600,20191121,44250.0,43350.0,43600,44200.0,5,신한지주
956873,1.0285714,450,20191120,44350.0,43400.0,44200,43450.0,2,신한지주
766646,0.1144164,50,20191119,43800.0,43150.0,43750,43250.0,2,신한지주
889814,-0.2283105,-100,20191118,43700.0,43200.0,43700,43200.0,5,신한지주
972681,0.2288329,100,20191115,44300.0,43550.0,43800,43650.0,2,신한지주
1036221,0.9237875,400,20191114,43850.0,43000.0,43700,43850.0,2,신한지주
597487,-0.6880733,-300,20191113,44000.0,43050.0,43300,44000.0,5,신한지주
550187,0.5767012,250,20191112,43750.0,43150.0,43600,43450.0,2,신한지주
670867,-1.1402508,-500,20191111,43950.0,43250.0,43350,43800.0,5,신한지주
1030679,1.2702078,550,20191108,44100.0,43400.0,43850,43500.0,2,신한지주
670608,-0.2304147,-100,20191107,43550.0,43000.0,43300,43050.0,5,신한지주
922213,-0.1150747,-50,20191106,43850.0,42950.0,43400,43150.0,5,신한지주
1447537,1.5186915,650,20191105,43500.0,42500.0,43450,42850.0,2,신한지주
1054312,0.3516998,150,20191104,43200.0,42400.0,42800,42400.0,2,신한지주
597378,0.3529411,150,20191101,43000.0,42400.0,42650,42400.0,2,신한지주
994912,-1.5063731,-650,20191031,43150.0,42500.0,42500,42800.0,5,신한지주
763938,-1.9318181,-850,20191030,43950.0,43000.0,43150,43650.0,5,신한지주
842279,0.8018327,350,20191029,44100.0,43200.0,44000,43200.0,2,신한지주
848490,0.2296211,100,20191028,43900.0,43400.0,43650,43550.0,2,신한지주
528734,-0.6841505,-300,20191025,43800.0,43050.0,43550,43500.0,5,신한지주
995450,0.6888633,300,20191024,44150.0,43450.0,43850,43850.0,2,신한지주
798965,0.3456221,150,20191023,43550.0,42900.0,43550,42900.0,2,신한지주
774368,1.2835472,550,20191022,43500.0,42600.0,43400,42600.0,2,신한지주
613535,1.7814726,750,20191021,42950.0,42250.0,42850,42500.0,2,신한지주
499137,-1.4051522,-600,20191018,42700.0,42000.0,42100,42550.0,5,신한지주
573355,0.0,0,20191017,42850.0,42250.0,42700,42250.0,3,신한지주
1220304,0.3525264,150,20191016,43600.0,42450.0,42700,43550.0,2,신한지주
803578,0.117647,50,20191015,43150.0,42350.0,42550,42800.0,2,신한지주
701267,2.7811366,1150,20191014,42600.0,41750.0,42500,41800.0,2,신한지주
634462,1.1002444,450,20191011,42050.0,41200.0,41350,41400.0,2,신한지주
1307311,-1.2077294,-500,20191010,41400.0,40250.0,40900,40400.0,5,신한지주
873812,0.729927,300,20191008,41800.0,40850.0,41400,40850.0,2,신한지주
456818,0.3663003,150,20191007,41550.0,40800.0,41100,41100.0,2,신한지주
861219,-1.6806722,-700,20191004,41750.0,40950.0,40950,41650.0,5,신한지주
708320,-1.6528925,-700,20191002,42100.0,41350.0,41650,42000.0,5,신한지주
511608,1.3157894,550,20191001,42600.0,41700.0,42350,42000.0,2,신한지주
948341,-0.1194743,-50,20190930,42050.0,41500.0,41800,41700.0,5,신한지주
862542,-2.6744186,-1150,20190927,43400.0,41500.0,41850,43300.0,5,신한지주
596081,0.4672897,200,20190926,43400.0,42700.0,43000,43050.0,2,신한지주
608112,0.3516998,150,20190925,43250.0,42500.0,42800,42650.0,2,신한지주
629171,-0.4667444,-200,20190924,43250.0,42500.0,42650,42800.0,5,신한지주
696938,0.0,0,20190923,42950.0,42200.0,42850,42550.0,3,신한지주
1285493,1.4201183,600,20190920,42850.0,41900.0,42850,41900.0,2,신한지주
799147,0.1184834,50,20190919,42450.0,41950.0,42250,42050.0,2,신한지주
1017756,-1.2865497,-550,20190918,42700.0,42000.0,42200,42550.0,5,신한지주
1077943,-0.6968641,-300,20190917,42750.0,42150.0,42750,42400.0,5,신한지주
1134944,1.8934911,800,20190916,43550.0,42450.0,43050,42700.0,2,신한지주
1536226,0.1184834,50,20190911,42800.0,42050.0,42250,42450.0,2,신한지주
860884,1.6867469,700,20190910,42350.0,41550.0,42200,41550.0,2,신한지주
612392,0.1206272,50,20190909,42100.0,41100.0,41500,41100.0,2,신한지주
732614,1.3447432,550,20190906,41950.0,40800.0,41450,40850.0,2,신한지주
985650,-0.7281553,-300,20190905,41800.0,40750.0,40900,40900.0,5,신한지주
976574,0.7334963,300,20190904,41200.0,40750.0,41200,40750.0,2,신한지주
620475,0.122399,50,20190903,41050.0,40550.0,40900,40650.0,2,신한지주
610078,0.2453987,100,20190902,41600.0,40550.0,40850,41600.0,2,신한지주
1131419,2.0025031,800,20190830,40800.0,40100.0,40750,40100.0,2,신한지주
523113,0.1253132,50,20190829,40050.0,39600.0,39950,39850.0,2,신한지주
846566,0.630517,250,20190828,40050.0,39800.0,39900,39900.0,2,신한지주
1429563,-0.1259445,-50,20190827,40000.0,39550.0,39650,39750.0,5,신한지주
948017,-1.6109045,-650,20190826,40350.0,39350.0,39700,40350.0,5,신한지주
654590,-0.2472187,-100,20190823,40600.0,40150.0,40350,40600.0,5,신한지주
1025491,0.4968944,200,20190822,40700.0,40300.0,40450,40500.0,2,신한지주
1535624,-0.6172839,-250,20190821,40700.0,40100.0,40250,40300.0,5,신한지주
1309394,-0.2463054,-100,20190820,40600.0,40100.0,40500,40150.0,5,신한지주
843633,0.9950248,400,20190819,40750.0,40000.0,40600,40600.0,2,신한지주
1004793,-0.6180469,-250,20190816,40900.0,39900.0,40200,40900.0,5,신한지주
938166,0.1237623,50,20190814,41100.0,40300.0,40450,40400.0,2,신한지주
989216,-1.5834348,-650,20190813,40950.0,40250.0,40400,40700.0,5,신한지주
1237500,0.0,0,20190812,41300.0,40950.0,41050,40950.0,3,신한지주
1661079,-0.3640776,-150,20190809,41600.0,41050.0,41050,41250.0,5,신한지주
1857731,-2.1377672,-900,20190808,42050.0,41200.0,41200,41800.0,5,신한지주
1070803,-1.0575793,-450,20190807,42550.0,41400.0,42100,42550.0,5,신한지주
1445703,-1.1614401,-500,20190806,42800.0,41750.0,42550,42800.0,5,신한지주
1010726,0.7017543,300,20190805,43150.0,42100.0,43050,42100.0,2,신한지주
1016527,-3.2805429,-1450,20190802,43950.0,42400.0,42750,43950.0,5,신한지주
858864,1.6091954,700,20190801,44450.0,43300.0,44200,43300.0,2,신한지주
1319452,-0.6849315,-300,20190731,44300.0,43250.0,43500,43350.0,5,신한지주
931988,-0.2277904,-100,20190730,44100.0,43050.0,43800,43200.0,5,신한지주
871076,0.5727376,250,20190729,44150.0,43600.0,43900,43800.0,2,신한지주
1877648,-3.2150776,-1450,20190726,44600.0,43450.0,43650,44200.0,5,신한지주
1073784,-1.6357688,-750,20190725,45850.0,44850.0,45100,45850.0,5,신한지주
976568,-0.9719222,-450,20190724,46750.0,45850.0,45850,46600.0,5,신한지주
995878,1.870187,850,20190723,46500.0,45050.0,46300,45100.0,2,신한지주
869680,-0.7641921,-350,20190722,45800.0,45000.0,45450,45550.0,5,신한지주
1444975,1.2154696,550,20190719,45950.0,45000.0,45800,45000.0,2,신한지주
952539,0.1106194,50,20190718,45300.0,44700.0,45250,44950.0,2,신한지주
839888,0.1107419,50,20190717,45300.0,44650.0,45200,44650.0,2,신한지주
785155,0.52,250,20191210,48400.0,47850.0,48300,47950.0,2,KB금융
1066373,2.2340425,1050,20191209,48050.0,47300.0,48050,47700.0,2,KB금융
783218,0.7502679,350,20191206,47000.0,46450.0,47000,46500.0,2,KB금융
1123928,1.3029315,600,20191205,47000.0,46150.0,46650,46200.0,2,KB금융
924902,0.436205,200,20191204,46150.0,45400.0,46050,45950.0,2,KB금융
932941,-0.2176278,-100,20191203,46100.0,45250.0,45850,45950.0,5,KB금융
698866,-0.2171552,-100,20191202,46400.0,45600.0,45950,46050.0,5,KB금융
844993,-1.0741138,-500,20191129,46850.0,45900.0,46050,46700.0,5,KB금융
540476,0.9761388,450,20191128,46600.0,45650.0,46550,45750.0,2,KB금융
753439,0.5452562,250,20191127,46500.0,45750.0,46100,46000.0,2,KB금융
2137333,-0.4343105,-200,20191126,46350.0,45400.0,45850,45950.0,5,KB금융
1217858,-0.3246753,-150,20191125,46700.0,45850.0,46050,46700.0,5,KB금융
1097164,1.2048192,550,20191122,46200.0,45850.0,46200,46050.0,2,KB금융
1686894,-0.6528835,-300,20191121,46450.0,45150.0,45650,46400.0,5,KB금융
2402413,2.33853,1050,20191120,46550.0,44650.0,45950,44800.0,2,KB금융
1834999,2.0454545,900,20191119,44950.0,43650.0,44900,44050.0,2,KB금융
738224,0.6864988,300,20191118,44000.0,43400.0,44000,43600.0,2,KB금융
1154688,0.0,0,20191115,44200.0,43300.0,43700,43400.0,3,KB금융
908957,0.6912442,300,20191114,43800.0,43200.0,43700,43800.0,2,KB금융
786626,-0.3444316,-150,20191113,43950.0,43150.0,43400,43950.0,5,KB금융
619591,1.2790697,550,20191112,43600.0,43000.0,43550,43050.0,2,KB금융
882908,-0.6928406,-300,20191111,43550.0,43000.0,43000,43300.0,5,KB금융
1206922,0.2314814,100,20191108,44050.0,43250.0,43300,43300.0,2,KB금융
1170943,-0.1156069,-50,20191107,43500.0,42950.0,43200,43100.0,5,KB금융
1289885,-1.5927189,-700,20191106,44200.0,43200.0,43250,43800.0,5,KB금융
1146644,1.7361111,750,20191105,43950.0,43100.0,43950,43250.0,2,KB금융
857938,2.1276595,900,20191104,43350.0,42550.0,43200,42650.0,2,KB금융
