aq,cr,cv,dt,hv,lv,ncv,ov,rf,name
6873613,0.59,300,20191210,51600.0,50700.0,51500,51000.0,2,삼성전자
8470627,1.5873015,800,20191209,51400.0,50700.0,51200,50900.0,2,삼성전자
11414563,1.8181818,900,20191206,50900.0,49950.0,50400,50100.0,2,삼성전자
10449715,0.1011122,50,20191205,50400.0,49500.0,49500,50200.0,2,삼성전자
13246549,-0.9018036,-450,20191204,49850.0,49000.0,49450,49600.0,5,삼성전자
12059812,-0.9920634,-500,20191203,50300.0,49500.0,49900,49800.0,5,삼성전자
18877252,0.1988071,100,20191202,51300.0,50400.0,50400,50900.0,2,삼성전자
11179334,-1.9493177,-1000,20191129,51400.0,50200.0,50300,51200.0,5,삼성전자
6833885,-1.7241379,-900,20191128,52100.0,51300.0,51300,51900.0,5,삼성전자
7546261,0.7722007,400,20191127,52300.0,51600.0,52200,51800.0,2,삼성전자
27372226,0.0,0,20191126,52900.0,51800.0,51800,51900.0,3,삼성전자
9050625,0.3875968,200,20191125,52600.0,51700.0,51800,52200.0,2,삼성전자
8478310,1.1764705,600,20191122,51600.0,50900.0,51600,51000.0,2,삼성전자
14298646,-1.9230769,-1000,20191121,52100.0,50600.0,51000,51600.0,5,삼성전자
12560070,-2.8037383,-1500,20191120,53400.0,52000.0,52000,53400.0,5,삼성전자
8907177,0.0,0,20191119,53500.0,52700.0,53500,53200.0,3,삼성전자
7746554,-0.3724394,-200,20191118,53800.0,53200.0,53500,53600.0,5,삼성전자
9703360,1.7045454,900,20191115,53700.0,52600.0,53700,52900.0,2,삼성전자
12010018,0.5714285,300,20191114,52800.0,51900.0,52800,51900.0,2,삼성전자
6225196,-0.190114,-100,20191113,52500.0,52000.0,52500,52500.0,5,삼성전자
6576148,1.9379844,1000,20191112,52600.0,51600.0,52600,51800.0,2,삼성전자
8185952,-0.9596928,-500,20191111,52200.0,51400.0,51600,52200.0,5,삼성전자
11603290,-1.5122873,-800,20191108,53300.0,52000.0,52100,53200.0,5,삼성전자
9257116,-0.750469,-400,20191107,53400.0,52400.0,52900,53400.0,5,삼성전자
14361133,1.1385199,600,20191106,53500.0,52700.0,53300,52900.0,2,삼성전자
10581034,0.7648183,400,20191105,52700.0,52100.0,52700,52400.0,2,삼성전자
13012411,2.1484375,1100,20191104,52300.0,51400.0,52300,51700.0,2,삼성전자
8467846,1.5873015,800,20191101,51200.0,50400.0,51200,50600.0,2,삼성전자
10304777,0.0,0,20191031,51400.0,50300.0,50400,51000.0,3,삼성전자
8959435,-1.369863,-700,20191030,50800.0,50200.0,50400,50700.0,5,삼성전자
7581629,-0.3898635,-200,20191029,51700.0,50800.0,51100,51400.0,5,삼성전자
6431522,0.7858546,400,20191028,51500.0,50700.0,51300,50700.0,2,삼성전자
7879897,0.3944773,200,20191025,51200.0,50500.0,50900,50800.0,2,삼성전자
21185785,-0.9765625,-500,20191024,52500.0,50500.0,50700,52500.0,5,삼성전자
8663880,0.0,0,20191023,51500.0,50800.0,51200,51300.0,3,삼성전자
10898729,1.7892644,900,20191022,51500.0,50700.0,51200,50800.0,2,삼성전자
4406531,0.8016032,400,20191021,50400.0,49800.0,50300,49900.0,2,삼성전자
8483106,-1.1881188,-600,20191018,50900.0,49650.0,49900,50300.0,5,삼성전자
6701380,-0.3944773,-200,20191017,50600.0,50100.0,50500,50500.0,5,삼성전자
9136282,1.1976047,600,20191016,50900.0,50400.0,50700,50700.0,2,삼성전자
6058105,0.2,100,20191015,50200.0,49900.0,50100,49900.0,2,삼성전자
11130635,1.7293997,850,20191014,50300.0,49850.0,50000,50000.0,2,삼성전자
7783275,1.2358393,600,20191011,49450.0,48800.0,49150,49000.0,2,삼성전자
18639855,-0.7157464,-350,20191010,49200.0,48000.0,48550,48200.0,5,삼성전자
14239367,2.4083769,1150,20191008,49000.0,47600.0,48900,47900.0,2,삼성전자
7047273,-0.5208333,-250,20191007,48700.0,47650.0,47750,48350.0,5,삼성전자
9331695,0.8403361,400,20191004,48650.0,47350.0,48000,47400.0,2,삼성전자
8382463,-2.5588536,-1250,20191002,48400.0,47600.0,47600,48350.0,5,삼성전자
6206035,-0.4077471,-200,20191001,49100.0,48650.0,48850,48900.0,5,삼성전자
9497119,1.3429752,650,20190930,49250.0,47900.0,49050,48050.0,2,삼성전자
8048041,-1.6260162,-800,20190927,48700.0,48000.0,48400,48000.0,5,삼성전자
8494756,0.6134969,300,20190926,49250.0,48900.0,49200,49000.0,2,삼성전자
9187141,-1.2121212,-600,20190925,49350.0,48800.0,48900,49200.0,5,삼성전자
7871955,0.4056795,200,20190924,49650.0,48850.0,49500,49050.0,2,삼성전자
7568553,0.203252,100,20190923,49300.0,49000.0,49300,49250.0,2,삼성전자
15460210,0.1017293,50,20190920,49600.0,49100.0,49200,49400.0,2,삼성전자
16461413,3.0398322,1450,20190919,49200.0,47850.0,49150,48050.0,2,삼성전자
10413027,1.7057569,800,20190918,47700.0,46800.0,47700,46900.0,2,삼성전자
7006280,-0.4246284,-200,20190917,47100.0,46800.0,46900,47000.0,5,삼성전자
15550926,-0.1060445,-50,20190916,47100.0,46400.0,47100,47000.0,5,삼성전자
16141619,0.3191489,150,20190911,47400.0,46800.0,47150,47300.0,2,삼성전자
9231792,0.2132196,100,20190910,47200.0,46550.0,47000,47100.0,2,삼성전자
9434157,1.2958963,600,20190909,47000.0,46300.0,46900,46450.0,2,삼성전자
9896562,1.3129102,600,20190906,46500.0,45850.0,46300,46500.0,2,삼성전자
18297430,3.6281179,1600,20190905,46100.0,44450.0,45700,44800.0,2,삼성전자
12441837,1.9653179,850,20190904,44100.0,43150.0,44100,43250.0,2,삼성전자
9774941,-1.2557077,-550,20190903,43650.0,43100.0,43250,43550.0,5,삼성전자
7185537,-0.4545454,-200,20190902,44850.0,43650.0,43800,44850.0,5,삼성전자
9899073,1.3824884,600,20190830,44300.0,43750.0,44000,43750.0,2,삼성전자
10768862,-1.6987542,-750,20190829,44200.0,43050.0,43400,44200.0,5,삼성전자
5758333,0.2270147,100,20190828,44400.0,43750.0,44150,44100.0,2,삼성전자
16883932,1.03211,450,20190827,44200.0,43600.0,44050,43650.0,2,삼성전자
7954949,-0.7963594,-350,20190826,43800.0,42950.0,43600,43050.0,5,삼성전자
5017381,-0.2270147,-100,20190823,44200.0,43650.0,43950,43800.0,5,삼성전자
8061177,-1.0112359,-450,20190822,44700.0,43850.0,44050,44500.0,5,삼성전자
6571717,0.1124859,50,20190821,44800.0,44150.0,44500,44350.0,2,삼성전자
8434205,1.9495412,850,20190820,44600.0,43550.0,44450,43950.0,2,삼성전자
6014218,-0.6833712,-300,20190819,44350.0,43500.0,43600,44350.0,5,삼성전자
9528115,0.4576659,200,20190816,43900.0,43300.0,43900,43800.0,2,삼성전자
8750135,1.6279069,700,20190814,44250.0,43500.0,43700,43900.0,2,삼성전자
7276979,-1.6018306,-700,20190813,43500.0,42950.0,43000,43500.0,5,삼성전자
8466169,1.2746234,550,20190812,44000.0,43550.0,43700,44000.0,2,삼성전자
9685147,1.1723329,500,20190809,43350.0,43050.0,43150,43250.0,2,삼성전자
16926881,-1.2731481,-550,20190808,43500.0,42650.0,42650,43250.0,5,삼성전자
10002533,-0.6896551,-300,20190807,43900.0,43100.0,43200,43600.0,5,삼성전자
15083824,-1.0238907,-450,20190806,43800.0,42500.0,43500,42500.0,5,삼성전자
14214086,-2.2246941,-1000,20190805,44600.0,43600.0,43950,44350.0,5,삼성전자
12151374,-0.5530973,-250,20190802,45500.0,44300.0,44950,44550.0,5,삼성전자
7811181,-0.3307607,-150,20190801,45500.0,44850.0,45200,44900.0,5,삼성전자
12872916,-2.5778732,-1200,20190731,46600.0,45000.0,45350,46200.0,5,삼성전자
5551014,0.9761388,450,20190730,46850.0,46300.0,46550,46300.0,2,삼성전자
6856846,-2.2269353,-1050,20190729,47050.0,46000.0,46100,46800.0,5,삼성전자
7873886,-0.1059322,-50,20190726,47150.0,46550.0,47150,46650.0,5,삼성전자
8408838,1.7241379,800,20190725,47200.0,46600.0,47200,47150.0,2,삼성전자
8756522,-1.9027484,-900,20190724,47150.0,46250.0,46400,47100.0,5,삼성전자
9061381,0.2118644,100,20190723,47550.0,47050.0,47300,47350.0,2,삼성전자
9009109,0.8547008,400,20190722,47300.0,46600.0,47200,46800.0,2,삼성전자
8819393,1.5184381,700,20190719,46950.0,46600.0,46800,46650.0,2,삼성전자
5143554,0.1085776,50,20190718,46450.0,45650.0,46100,46450.0,2,삼성전자
5216602,-1.7075773,-800,20190717,46350.0,45950.0,46050,46150.0,5,삼성전자
1790234,0.0,0,20191210,80900.0,79400.0,80700,79800.0,3,SK하이닉스
2290088,0.1240694,100,20191209,81800.0,80700.0,80700,81300.0,2,SK하이닉스
3054204,2.2842639,1800,20191206,80800.0,79100.0,80600,79300.0,2,SK하이닉스
3667358,1.4157014,1100,20191205,79900.0,78000.0,78800,79800.0,2,SK하이닉스
6164549,-1.270648,-1000,20191204,78100.0,76800.0,77700,78000.0,5,SK하이닉스
11657151,-2.2360248,-1800,20191203,79300.0,77300.0,78700,78100.0,5,SK하이닉스
1945991,-0.4944375,-400,20191202,81800.0,80500.0,80500,80900.0,5,SK하이닉스
2139440,-2.2946859,-1900,20191129,82800.0,80700.0,80900,82500.0,5,SK하이닉스
1413983,0.1209189,100,20191128,83800.0,82500.0,82800,83100.0,2,SK하이닉스
1326621,0.4860267,400,20191127,83200.0,82000.0,82700,82400.0,2,SK하이닉스
4521090,0.7343941,600,20191126,84100.0,82000.0,82300,82000.0,2,SK하이닉스
2602474,0.0,0,20191125,83300.0,81500.0,81700,82300.0,3,SK하이닉스
2089767,0.9888751,800,20191122,82100.0,80700.0,81700,80900.0,2,SK하이닉스
3346746,-2.1765417,-1800,20191121,82500.0,80500.0,80900,81700.0,5,SK하이닉스
3315169,-3.0480656,-2600,20191120,85200.0,82600.0,82700,84400.0,5,SK하이닉스
2260299,-0.2339181,-200,20191119,86000.0,84600.0,85300,85400.0,5,SK하이닉스
1827506,0.3521126,300,20191118,86500.0,84700.0,85500,86000.0,2,SK하이닉스
2394138,2.1582733,1800,20191115,85200.0,83400.0,85200,84200.0,2,SK하이닉스
1517137,0.0,0,20191114,83800.0,82900.0,83400,83200.0,3,SK하이닉스
1370289,0.2403846,200,20191113,83600.0,82300.0,83400,83300.0,2,SK하이닉스
1555211,2.3370233,1900,20191112,83200.0,81300.0,83200,81900.0,2,SK하이닉스
2174477,-1.2150668,-1000,20191111,82500.0,80700.0,81300,82500.0,5,SK하이닉스
2074339,-1.5550239,-1300,20191108,84600.0,82000.0,82300,84600.0,5,SK하이닉스
1594558,0.1197604,100,20191107,84300.0,82800.0,83600,83700.0,2,SK하이닉스
2127745,-1.880141,-1600,20191106,85200.0,83500.0,83500,84800.0,5,SK하이닉스
1953720,0.472255,400,20191105,85400.0,84600.0,85100,85100.0,2,SK하이닉스
2182879,1.925391,1600,20191104,84900.0,83800.0,84700,84000.0,2,SK하이닉스
1848046,1.3414634,1100,20191101,83200.0,81600.0,83100,82300.0,2,SK하이닉스
1978755,0.6134969,500,20191031,83400.0,81600.0,82000,81900.0,2,SK하이닉스
1927042,-1.8072289,-1500,20191030,83400.0,81000.0,81500,83400.0,5,SK하이닉스
1645070,0.1206272,100,20191029,84000.0,82900.0,83000,84000.0,2,SK하이닉스
1977758,0.0,0,20191028,84000.0,82600.0,82900,83400.0,3,SK하이닉스
4229200,3.625,2900,20191025,82900.0,81500.0,82900,82400.0,2,SK하이닉스
3076100,2.9601029,2300,20191024,80100.0,78700.0,80000,79900.0,2,SK하이닉스
5373911,-1.7699115,-1400,20191023,78600.0,77700.0,77700,78500.0,5,SK하이닉스
3453958,2.0645161,1600,20191022,79300.0,78200.0,79100,78900.0,2,SK하이닉스
2096581,0.1291989,100,20191021,78400.0,77100.0,77500,77800.0,2,SK하이닉스
13625664,-4.4444444,-3600,20191018,81700.0,77300.0,77400,81500.0,5,SK하이닉스
1713942,-1.6990291,-1400,20191017,82200.0,80600.0,81000,82000.0,5,SK하이닉스
2436269,1.4778325,1200,20191016,82700.0,81900.0,82400,82400.0,2,SK하이닉스
1518810,0.8695652,700,20191015,81700.0,80500.0,81200,80700.0,2,SK하이닉스
1972409,0.625,500,20191014,82300.0,80400.0,80500,82000.0,2,SK하이닉스
2186536,1.2658227,1000,20191011,80500.0,79400.0,80000,79800.0,2,SK하이닉스
4389324,-2.3485784,-1900,20191010,79600.0,78100.0,79000,78900.0,5,SK하이닉스
1816880,0.747198,600,20191008,81100.0,79400.0,80900,80400.0,2,SK하이닉스
1229105,0.0,0,20191007,81700.0,79800.0,80300,80700.0,3,SK하이닉스
2430603,1.0062893,800,20191004,81300.0,78900.0,80300,78900.0,2,SK하이닉스
2188097,-3.0487804,-2500,20191002,81600.0,79500.0,79500,81600.0,5,SK하이닉스
2370210,-0.243309,-200,20191001,82500.0,81700.0,82000,81800.0,5,SK하이닉스
2442478,0.9828009,800,20190930,82900.0,80400.0,82200,80600.0,2,SK하이닉스
2625620,-2.2809123,-1900,20190927,81500.0,80100.0,81400,80200.0,5,SK하이닉스
1734941,1.7094017,1400,20190926,83500.0,82500.0,83300,83000.0,2,SK하이닉스
1644881,-1.7985611,-1500,20190925,82800.0,81500.0,81900,82200.0,5,SK하이닉스
1662830,0.7246376,600,20190924,83500.0,81400.0,83400,82500.0,2,SK하이닉스
1413663,0.729927,600,20190923,83300.0,81900.0,82800,81900.0,2,SK하이닉스
2447172,-0.6045949,-500,20190920,83400.0,82100.0,82200,82800.0,5,SK하이닉스
3612220,3.1172069,2500,20190919,82700.0,80300.0,82700,80600.0,2,SK하이닉스
2706678,1.0075566,800,20190918,80600.0,79500.0,80200,80100.0,2,SK하이닉스
2538780,-0.1257861,-100,20190917,80400.0,79100.0,79400,80000.0,5,SK하이닉스
5174391,-3.7530266,-3100,20190916,81000.0,79000.0,79500,81000.0,5,SK하이닉스
3650902,-0.6016847,-500,20190911,84300.0,81300.0,82600,83400.0,5,SK하이닉스
1761883,-1.4234875,-1200,20190910,84200.0,82700.0,83100,84200.0,5,SK하이닉스
2642174,2.9304029,2400,20190909,84600.0,82500.0,84300,83100.0,2,SK하이닉스
2418057,-1.3253012,-1100,20190906,84000.0,81500.0,81900,84000.0,5,SK하이닉스
4068631,3.75,3000,20190905,83000.0,81200.0,83000,81400.0,2,SK하이닉스
2723541,3.8961038,3000,20190904,80000.0,77300.0,80000,77400.0,2,SK하이닉스
1611563,-0.7731958,-600,20190903,77600.0,76300.0,77000,77200.0,5,SK하이닉스
1431352,0.2583979,200,20190902,78200.0,76500.0,77600,77000.0,2,SK하이닉스
3839246,5.5934515,4100,20190830,78000.0,74600.0,77400,74600.0,2,SK하이닉스
2050860,0.0,0,20190829,74100.0,72000.0,73300,73500.0,3,SK하이닉스
1380522,0.4109589,300,20190828,73700.0,72500.0,73300,73500.0,2,SK하이닉스
2512610,1.6713091,1200,20190827,73700.0,72500.0,73000,72500.0,2,SK하이닉스
2645491,-3.4946236,-2600,20190826,73000.0,71500.0,71800,72600.0,5,SK하이닉스
1695532,0.8130081,600,20190823,75200.0,73400.0,74400,73500.0,2,SK하이닉스
2309550,-2.6385224,-2000,20190822,76000.0,73800.0,73800,75300.0,5,SK하이닉스
1898789,-0.7853403,-600,20190821,76900.0,75500.0,75800,75900.0,5,SK하이닉스
1694275,1.7310252,1300,20190820,76600.0,75100.0,76400,75500.0,2,SK하이닉스
1591728,-1.7015706,-1300,20190819,77500.0,74800.0,75100,77300.0,5,SK하이닉스
2015785,-0.650195,-500,20190816,76400.0,75100.0,76400,75800.0,5,SK하이닉스
2561643,3.2214765,2400,20190814,77900.0,76200.0,76900,77200.0,2,SK하이닉스
1304708,0.0,0,20190813,75100.0,73700.0,74500,74000.0,3,SK하이닉스
1254926,1.6371077,1200,20190812,75000.0,73500.0,74500,73700.0,2,SK하이닉스
2100380,1.3831258,1000,20190809,74100.0,72300.0,73300,73200.0,2,SK하이닉스
2943206,-1.3642564,-1000,20190808,74500.0,72000.0,72300,73600.0,5,SK하이닉스
2692841,1.8055555,1300,20190807,74300.0,72000.0,73300,72000.0,2,SK하이닉스
5008247,-4.5092838,-3400,20190806,73900.0,71900.0,72000,73100.0,5,SK하이닉스
2889902,-0.9198423,-700,20190805,76000.0,74900.0,75400,75500.0,5,SK하이닉스
4845952,-2.059202,-1600,20190802,76800.0,74900.0,76100,75400.0,5,SK하이닉스
3397831,1.040312,800,20190801,78700.0,75300.0,77700,75300.0,2,SK하이닉스
3712241,-2.5348542,-2000,20190731,79100.0,75300.0,76900,78000.0,5,SK하이닉스
2371300,2.4675324,1900,20190730,80000.0,77700.0,78900,78200.0,2,SK하이닉스
2616782,-3.5087719,-2800,20190729,79400.0,76500.0,77000,79000.0,5,SK하이닉스
3095260,0.7575757,600,20190726,80300.0,78000.0,79800,78100.0,2,SK하이닉스
3963383,2.0618556,1600,20190725,80400.0,77700.0,79200,79700.0,2,SK하이닉스
3562342,-1.5228426,-1200,20190724,80200.0,77100.0,77600,78800.0,5,SK하이닉스
4814941,0.510204,400,20190723,80700.0,78200.0,78800,79700.0,2,SK하이닉스
3213786,2.0833333,1600,20190722,79200.0,77000.0,78400,77800.0,2,SK하이닉스
2635348,2.8112449,2100,20190719,77000.0,75600.0,76800,75900.0,2,SK하이닉스
1902110,0.1340482,100,20190718,75200.0,73900.0,74700,74300.0,2,SK하이닉스
2805672,-1.9710906,-1500,20190717,75200.0,74000.0,74600,74600.0,5,SK하이닉스
735203,0.24,100,20191210,42250.0,41650.0,42000,41900.0,2,삼성전자우
1021251,0.3592814,150,20191209,42200.0,41750.0,41900,41900.0,2,삼성전자우
1233398,2.0782396,850,20191206,41850.0,41100.0,41750,41350.0,2,삼성전자우
1236208,0.0,0,20191205,41500.0,40800.0,40900,41200.0,3,삼성전자우
1347956,-0.486618,-200,20191204,40950.0,40350.0,40900,40950.0,5,삼성전자우
1058152,-0.4842615,-200,20191203,41200.0,40750.0,41100,41050.0,5,삼성전자우
654720,1.1015911,450,20191202,41500.0,41100.0,41300,41150.0,2,삼성전자우
1452647,-2.0383693,-850,20191129,41700.0,40500.0,40850,41600.0,5,삼성전자우
1064367,-1.3017751,-550,20191128,42100.0,41650.0,41700,41850.0,5,삼성전자우
1407280,-0.1182033,-50,20191127,42350.0,41950.0,42250,42000.0,5,삼성전자우
4426145,0.5945303,250,20191126,42900.0,42300.0,42300,42400.0,2,삼성전자우
1359949,0.9603841,400,20191125,42700.0,41950.0,42050,41950.0,2,삼성전자우
1081731,1.3381995,550,20191122,41800.0,41200.0,41650,41250.0,2,삼성전자우
1236496,-2.9515938,-1250,20191121,42150.0,41000.0,41100,41900.0,5,삼성전자우
1066683,-1.6260162,-700,20191120,43100.0,42100.0,42350,42750.0,5,삼성전자우
1192981,0.2328288,100,20191119,43050.0,42350.0,43050,42850.0,2,삼성전자우
1578051,-0.3480278,-150,20191118,43200.0,42800.0,42950,42800.0,5,삼성전자우
1492581,1.7709563,750,20191115,43150.0,42350.0,43100,42350.0,2,삼성전자우
1116878,-0.8196721,-350,20191114,42550.0,42200.0,42350,42300.0,5,삼성전자우
499397,-0.2336448,-100,20191113,42700.0,42400.0,42700,42400.0,5,삼성전자우
861066,0.9433962,400,20191112,42800.0,42200.0,42800,42500.0,2,삼성전자우
1184839,-0.4694835,-200,20191111,42700.0,42200.0,42400,42700.0,5,삼성전자우
1403874,-2.0689655,-900,20191108,43750.0,42150.0,42600,43600.0,5,삼성전자우
998055,-0.2293577,-100,20191107,43550.0,43100.0,43500,43500.0,5,삼성전자우
1278143,0.0,0,20191106,44000.0,43250.0,43600,43250.0,3,삼성전자우
1889256,1.3953488,600,20191105,43600.0,42850.0,43600,43000.0,2,삼성전자우
1554596,2.3809523,1000,20191104,43000.0,41900.0,43000,42000.0,2,삼성전자우
1003590,2.3142509,950,20191101,42000.0,41050.0,42000,41300.0,2,삼성전자우
1209593,-0.1216545,-50,20191031,41650.0,40750.0,41050,41300.0,5,삼성전자우
815073,0.2439024,100,20191030,41100.0,40500.0,41100,40850.0,2,삼성전자우
1233212,-0.9661835,-400,20191029,41650.0,40900.0,41000,41500.0,5,삼성전자우
700553,-0.1206272,-50,20191028,41650.0,41300.0,41400,41450.0,5,삼성전자우
1126319,-0.480192,-200,20191025,41650.0,41100.0,41450,41300.0,5,삼성전자우
1044017,0.6038647,250,20191024,41950.0,41150.0,41650,41800.0,2,삼성전자우
1066921,-0.2409638,-100,20191023,41500.0,41050.0,41400,41250.0,5,삼성전자우
1531234,2.2167487,900,20191022,41500.0,40700.0,41500,40800.0,2,삼성전자우
566652,0.7444168,300,20191021,40650.0,40300.0,40600,40300.0,2,삼성전자우
1786920,-1.4669926,-600,20191018,41000.0,40200.0,40300,40700.0,5,삼성전자우
1141410,-0.486618,-200,20191017,41000.0,40600.0,40900,40650.0,5,삼성전자우
1720313,1.231527,500,20191016,41100.0,40700.0,41100,40700.0,2,삼성전자우
920522,0.0,0,20191015,40750.0,40450.0,40600,40600.0,3,삼성전자우
1187934,1.5,600,20191014,40950.0,40500.0,40600,40700.0,2,삼성전자우
934708,0.8827238,350,20191011,40150.0,39650.0,40000,39950.0,2,삼성전자우
1540954,0.0,0,20191010,39850.0,39050.0,39650,39400.0,3,삼성전자우
643953,1.6666666,650,20191008,39800.0,39000.0,39650,39250.0,2,삼성전자우
310783,-0.2557544,-100,20191007,39800.0,38950.0,39000,39500.0,5,삼성전자우
2465552,0.5141388,200,20191004,39800.0,38400.0,39100,38450.0,2,삼성전자우
1349938,-1.5189873,-600,20191002,39100.0,38800.0,38900,38900.0,5,삼성전자우
949993,0.0,0,20191001,39850.0,39300.0,39500,39700.0,3,삼성전자우
2243443,0.5089058,200,20190930,39850.0,38900.0,39500,39000.0,2,삼성전자우
1117856,-2.2388059,-900,20190927,39850.0,39300.0,39300,39600.0,5,삼성전자우
1521424,0.0,0,20190926,40450.0,40100.0,40200,40250.0,3,삼성전자우
1334686,-1.2285012,-500,20190925,40400.0,40000.0,40200,40000.0,5,삼성전자우
1219310,-0.1226993,-50,20190924,40700.0,40150.0,40700,40500.0,5,삼성전자우
952559,-0.4884004,-200,20190923,40950.0,40550.0,40750,40850.0,5,삼성전자우
2815902,0.9864364,400,20190920,40950.0,40550.0,40950,40600.0,2,삼성전자우
1545963,1.7565872,700,20190919,40850.0,39700.0,40550,39800.0,2,삼성전자우
1224943,1.6581632,650,20190918,39850.0,39050.0,39850,39100.0,2,삼성전자우
1195914,0.2557544,100,20190917,39250.0,38800.0,39200,39200.0,2,삼성전자우
1610981,-0.255102,-100,20190916,39750.0,38700.0,39100,39750.0,5,삼성전자우
866301,0.1277139,50,20190911,39400.0,39050.0,39200,39200.0,2,삼성전자우
1268271,0.1278772,50,20190910,39200.0,38900.0,39150,38900.0,2,삼성전자우
758639,1.4267185,550,20190909,39150.0,38700.0,39100,38750.0,2,삼성전자우
653390,1.0484927,400,20190906,38750.0,38350.0,38550,38600.0,2,삼성전자우
1279528,3.9509536,1450,20190905,38300.0,36950.0,38150,36950.0,2,삼성전자우
809171,1.3812154,500,20190904,36700.0,35950.0,36700,36050.0,2,삼성전자우
1351316,-0.5494505,-200,20190903,36400.0,36000.0,36200,36350.0,5,삼성전자우
395516,-1.2211668,-450,20190902,37100.0,36400.0,36400,36900.0,5,삼성전자우
1334135,2.3611111,850,20190830,37050.0,36200.0,36850,36200.0,2,삼성전자우
1200568,-1.2345679,-450,20190829,36650.0,36000.0,36000,36450.0,5,삼성전자우
691217,0.1373626,50,20190828,36650.0,36350.0,36450,36550.0,2,삼성전자우
1793089,1.3927576,500,20190827,36550.0,36000.0,36400,36000.0,2,삼성전자우
1431303,-1.2379642,-450,20190826,36100.0,35650.0,35900,35800.0,5,삼성전자우
863221,-0.9536784,-350,20190823,36600.0,36300.0,36350,36350.0,5,삼성전자우
1145841,-0.8108108,-300,20190822,37100.0,36600.0,36700,37100.0,5,삼성전자우
1359053,-0.1349527,-50,20190821,37150.0,36750.0,37000,36950.0,5,삼성전자우
2139235,2.6315789,950,20190820,37150.0,36100.0,37050,36650.0,2,삼성전자우
870410,-0.6877579,-250,20190819,36600.0,36100.0,36100,36550.0,5,삼성전자우
1022963,1.3947001,500,20190816,36400.0,35600.0,36350,36400.0,2,삼성전자우
995544,0.9859154,350,20190814,36400.0,35800.0,35850,36000.0,2,삼성전자우
1104126,-0.8379888,-300,20190813,36000.0,35500.0,35500,36000.0,5,삼성전자우
425875,0.8450704,300,20190812,36250.0,35800.0,35800,36250.0,2,삼성전자우
851946,0.2824858,100,20190809,35900.0,35500.0,35500,35700.0,2,삼성전자우
1276726,-0.4219409,-150,20190808,35900.0,35350.0,35400,35750.0,5,삼성전자우
1421097,0.2820874,100,20190807,35950.0,35550.0,35550,35750.0,2,삼성전자우
1873809,-0.9776536,-350,20190806,35800.0,34500.0,35450,34500.0,5,삼성전자우
1506671,-0.5555555,-200,20190805,36100.0,35450.0,35800,35950.0,5,삼성전자우
1707816,-1.6393442,-600,20190802,36800.0,35950.0,36000,35950.0,5,삼성전자우
1624129,-1.081081,-400,20190801,37000.0,36450.0,36600,36500.0,5,삼성전자우
1729492,-2.7595269,-1050,20190731,38050.0,36850.0,37000,37750.0,5,삼성전자우
557174,-0.1312335,-50,20190730,38400.0,37500.0,38050,38100.0,5,삼성전자우
823962,-1.2953367,-500,20190729,38600.0,37900.0,38100,38600.0,5,삼성전자우
1109660,0.0,0,20190726,38800.0,38000.0,38600,38500.0,3,삼성전자우
1106596,2.3872679,900,20190725,38900.0,38200.0,38600,38400.0,2,삼성전자우
1302658,-2.9601029,-1150,20190724,38800.0,37650.0,37700,38600.0,5,삼성전자우
718160,0.7782101,300,20190723,39100.0,38650.0,38850,38800.0,2,삼성전자우
580156,0.1298701,50,20190722,38800.0,38350.0,38550,38550.0,2,삼성전자우
720571,1.9867549,750,20190719,38700.0,38100.0,38500,38250.0,2,삼성전자우
292829,-0.5270092,-200,20190718,38050.0,37650.0,37750,37950.0,5,삼성전자우
733582,-1.0430247,-400,20190717,38000.0,37600.0,37950,37800.0,5,삼성전자우
215446,-0.29,-500,20191210,175500.0,173000.0,174500,174500.0,5,NAVER
271990,0.5747126,1000,20191209,175500.0,173000.0,175000,174000.0,2,NAVER
208849,2.0527859,3500,20191206,174500.0,170500.0,174000,172000.0,2,NAVER
271499,-2.2922636,-4000,20191205,174000.0,170000.0,170500,173000.0,5,NAVER
228851,1.4534883,2500,20191204,175500.0,171000.0,174500,172000.0,2,NAVER
245675,0.2915451,500,20191203,173500.0,168500.0,172000,170500.0,2,NAVER
275601,-0.2906976,-500,20191202,175000.0,170000.0,171500,172500.0,5,NAVER
349615,-0.5780346,-1000,20191129,173500.0,168500.0,172000,173000.0,5,NAVER
252885,0.289855,500,20191128,174500.0,170000.0,173000,172500.0,2,NAVER
299949,-0.2890173,-500,20191127,175500.0,172000.0,172500,175000.0,5,NAVER
774461,-0.5747126,-1000,20191126,175500.0,171500.0,173000,173500.0,5,NAVER
490795,3.880597,6500,20191125,174500.0,167000.0,174000,168000.0,2,NAVER
481529,-1.4705882,-2500,20191122,171000.0,165500.0,167500,169500.0,5,NAVER
543754,0.2949852,500,20191121,172500.0,168000.0,170000,169000.0,2,NAVER
602206,-0.5865102,-1000,20191120,174000.0,168000.0,169500,170500.0,5,NAVER
1055749,-4.4817927,-8000,20191119,176000.0,169500.0,170500,174500.0,5,NAVER
876975,2.8818443,5000,20191118,181500.0,172500.0,178500,177500.0,2,NAVER
886846,-3.6111111,-6500,20191115,179000.0,173000.0,173500,177000.0,5,NAVER
2042648,13.9240506,22000,20191114,180000.0,169500.0,180000,170000.0,2,NAVER
500221,-2.4691358,-4000,20191113,159000.0,156000.0,158000,158500.0,5,NAVER
