Size,Installs,Type
13.0,10.0,0.0
2.5,5.0,0.0
3.6,10.0,0.0
24.0,50.0,0.0
10.0,10.0,0.0
25.0,1.0,0.0
29.0,50.0,0.0
17.0,100.0,0.0
53.0,10.0,0.0
83.0,10.0,0.0
4.6,5.0,0.0
4.6,10.0,0.0
28.0,10.0,0.0
29.0,1.0,0.0
46.0,100.0,0.0
5.7,5000.0,0.0
1.4,5.0,0.0
12.0,10.0,0.0
2.2,10.0,0.0
27.0,10.0,0.0
18.0,5.0,0.0
30.0,50.0,0.0
3.5,1.0,0.0
4.2,10.0,0.0
6.9,50.0,0.0
6.6,5.0,0.0
7.0,100.0,0.0
11.0,100.0,0.0
5.6,10.0,0.0
29.0,5.0,0.0
3.3,100.0,0.0
20.0,10.0,0.0
7.0,100.0,0.0
3.3,10.0,0.0
29.0,5.0,0.0
7.1,5.0,0.0
37.0,10.0,0.0
23.0,500000.0,0.0
24.0,100000.0,0.0
14.0,1000000.0,0.0
13.0,1000000.0,0.0
34.0,10000.0,0.0
4.3,1000.0,0.0
43.0,10000.0,0.0
69.0,50000.0,0.0
22.0,50000.0,0.0
20.0,1000.0,0.0
25.0,1000.0,0.0
2.0,100000.0,0.0
40.0,50.0,0.0
37.0,100000.0,0.0
40.0,10000.0,0.0
4.3,500.0,0.0
5.7,5000.0,0.0
4.0,10000.0,0.0
17.0,50000.0,0.0
11.0,100000.0,0.0
4.4,1000.0,0.0
15.0,100000.0,0.0
2.3,100000.0,0.0
40.0,5000.0,0.0
8.4,1000000.0,0.0
11.0,10000.0,0.0
2.9,500.0,0.0
2.4,1000.0,0.0
15.0,5000.0,0.0
24.0,10000.0,0.0
29.0,10.0,0.0
24.0,500000.0,0.0
22.0,100.0,0.0
86.0,10000.0,0.0
37.0,10000.0,0.0
22.0,100000.0,0.0
11.0,100.0,0.0
975.0,5000.0,0.0
980.0,10000.0,0.0
6.0,10000.0,0.0
20.0,50000.0,0.0
26.0,1000.0,0.0
13.0,1000.0,0.0
23.0,100.0,0.0
2.7,1000.0,0.0
4.2,50000.0,0.0
28.0,50000.0,0.0
6.1,100.0,0.0
15.0,1000.0,0.0
1.2,50000.0,0.0
37.0,10000.0,0.0
5.9,100000.0,0.0
14.0,1000.0,0.0
2.3,10000.0,0.0
32.0,500.0,0.0
2.7,100000.0,0.0
2.2,5000.0,0.0
26.0,1000000.0,0.0
37.0,1000000000.0,0.0
37.0,1000000000.0,0.0
37.0,500000000.0,0.0
4.0,10000000.0,0.0
37.0,100000000.0,0.0
1.5,1000000.0,0.0
37.0,500000000.0,0.0
3.7,100000.0,0.0
37.0,100000000.0,0.0
37.0,10000000.0,0.0
37.0,1000000000.0,0.0
2.8,1000000.0,0.0
3.9,1000000.0,0.0
3.1,1000000.0,0.0
37.0,5000000.0,0.0
2.8,100000.0,0.0
20.0,1000000.0,0.0
9.9,5000000.0,0.0
5.3,5000000.0,0.0
10.0,1000000.0,0.0
2.6,5000000.0,0.0
37.0,10000000.0,0.0
31.0,5000000.0,0.0
2.3,1000000.0,0.0
6.0,500000.0,0.0
17.0,5000000.0,0.0
20.0,50000.0,0.0
62.0,10000000.0,0.0
37.0,1000000.0,0.0
15.0,5000000.0,0.0
37.0,1000000.0,0.0
18.0,1000000.0,0.0
5.4,10000000.0,0.0
2.8,10000000.0,0.0
15.0,10000000.0,0.0
37.0,10000000.0,0.0
5.3,10000000.0,0.0
37.0,1000000.0,0.0
37.0,100000000.0,0.0
37.0,1000000.0,0.0
37.0,10000000.0,0.0
23.0,5000000.0,0.0
37.0,5000000.0,0.0
37.0,10000000.0,0.0
37.0,100000000.0,0.0
37.0,10000000.0,0.0
28.0,10000000.0,0.0
35.0,10000000.0,0.0
37.0,100000000.0,0.0
76.0,50000000.0,0.0
37.0,10000000.0,0.0
34.0,50000000.0,0.0
37.0,10000000.0,0.0
37.0,5000000.0,0.0
37.0,10000000.0,0.0
37.0,100000000.0,0.0
2.7,5000000.0,0.0
37.0,500000.0,0.0
4.1,100000.0,0.0
37.0,500000000.0,0.0
37.0,1000000000.0,0.0
37.0,1000000.0,0.0
37.0,500000.0,0.0
85.0,10000000.0,0.0
15.0,10000000.0,0.0
89.0,500000.0,0.0
37.0,500000000.0,0.0
37.0,1000000000.0,0.0
37.0,100000000.0,0.0
20.0,5000000.0,0.0
37.0,50000000.0,0.0
9.3,1000000.0,0.0
37.0,10000000.0,0.0
76.0,50000000.0,0.0
34.0,50000000.0,0.0
16.0,5000000.0,0.0
37.0,1000000.0,0.0
37.0,100000000.0,0.0
37.0,10000000.0,0.0
37.0,100000000.0,0.0
37.0,10000000.0,0.0
37.0,10000000.0,0.0
8.4,1000000.0,0.0
37.0,100000000.0,0.0
20.0,5000000.0,0.0
37.0,50000000.0,0.0
76.0,50000000.0,0.0
68.0,10000000.0,0.0
13.0,10000000.0,0.0
50.0,100000.0,0.0
23.0,5000000.0,0.0
37.0,5000000.0,0.0
37.0,50000000.0,0.0
28.0,10000000.0,0.0
37.0,10000000.0,0.0
37.0,10000000.0,0.0
7.0,100000.0,0.0
23.0,5000000.0,0.0
37.0,50000000.0,0.0
76.0,50000000.0,0.0
37.0,10000000.0,0.0
68.0,10000000.0,0.0
37.0,50000000.0,0.0
37.0,100000000.0,0.0
13.0,10000000.0,0.0
56.0,10000000.0,0.0
37.0,10000000.0,0.0
37.0,10000000.0,0.0
8.4,1000000.0,0.0
23.0,5000000.0,0.0
22.0,10000000.0,0.0
15.0,100000000.0,0.0
37.0,10000000.0,0.0
30.0,10000000.0,0.0
30.0,10000000.0,0.0
27.0,5000000.0,0.0
37.0,100000000.0,0.0
37.0,10000000.0,0.0
37.0,100000000.0,0.0
20.0,50000000.0,0.0
42.0,100000000.0,0.0
37.0,50000000.0,0.0
18.0,50000000.0,0.0
4.2,1000000.0,0.0
37.0,10000000.0,0.0
30.0,5000000.0,0.0
33.0,5000000.0,0.0
7.9,1000000.0,0.0
12.0,1000000.0,0.0
15.0,10000000.0,0.0
37.0,50000000.0,0.0
10.0,10000000.0,0.0
9.9,10000000.0,0.0
9.0,1000000.0,0.0
37.0,5000000.0,0.0
21.0,10000000.0,0.0
13.0,1000000.0,0.0
11.0,10000000.0,0.0
21.0,1000000.0,0.0
8.1,10000000.0,0.0
37.0,50000000.0,0.0
37.0,10000000.0,0.0
12.0,10000000.0,0.0
7.3,10000000.0,0.0
37.0,10000000.0,0.0
15.0,10000000.0,0.0
22.0,10000000.0,0.0
11.0,10000000.0,0.0
8.3,10000000.0,0.0
37.0,50000000.0,0.0
20.0,10000000.0,0.0
38.0,10000000.0,0.0
9.1,10000000.0,0.0
24.0,10000000.0,0.0
37.0,100000000.0,0.0
37.0,5000000.0,0.0
29.0,1000000.0,0.0
37.0,5000000.0,0.0
98.0,1000000.0,0.0
25.0,1000000.0,0.0
37.0,1000000.0,0.0
18.0,1000000.0,0.0
37.0,10000000.0,0.0
6.1,500000.0,0.0
14.0,500000.0,0.0
21.0,1000000.0,0.0
37.0,10000000.0,0.0
43.0,10000000.0,0.0
15.0,100000000.0,0.0
23.0,1000000.0,0.0
52.0,10000000.0,0.0
37.0,10000000.0,0.0
37.0,50000000.0,0.0
57.0,5000000.0,0.0
20.0,10000000.0,0.0
40.0,1000000.0,0.0
17.0,10000000.0,0.0
13.0,10000000.0,0.0
33.0,50000.0,0.0
18.0,1000000.0,0.0
37.0,1000000.0,0.0
37.0,10000000.0,0.0
37.0,10000000.0,0.0
37.0,1000000.0,0.0
29.0,5000000.0,0.0
37.0,1000000.0,0.0
31.0,1000000.0,0.0
37.0,10000000.0,0.0
37.0,50000000.0,0.0
37.0,1000000.0,0.0
20.0,10000000.0,0.0
13.0,100000.0,0.0
7.3,500000.0,0.0
37.0,1000000.0,0.0
37.0,100000000.0,0.0
37.0,10000000.0,0.0
12.0,500000.0,0.0
8.8,500000.0,0.0
18.0,5000000.0,0.0
14.0,500000.0,0.0
21.0,100000.0,0.0
43.0,10000000.0,0.0
34.0,1000000.0,0.0
37.0,10000000.0,0.0
37.0,1000000.0,0.0
15.0,100000000.0,0.0
37.0,10000000.0,0.0
26.0,5000000.0,0.0
37.0,10000000.0,0.0
34.0,5000000.0,0.0
2.7,1000000.0,0.0
52.0,10000000.0,0.0
37.0,100000000.0,0.0
29.0,5000000.0,0.0
37.0,1000000.0,0.0
37.0,1000000.0,0.0
20.0,5000000.0,0.0
23.0,500000.0,0.0
37.0,10000000.0,0.0
42.0,100000000.0,0.0
16.0,10000000.0,0.0
12.0,1000000.0,0.0
6.5,1000000.0,0.0
37.0,10000000.0,0.0
15.0,10000000.0,0.0
17.0,10000000.0,0.0
24.0,10000000.0,0.0
22.0,10000000.0,0.0
37.0,1000000.0,0.0
15.0,10000000.0,0.0
37.0,100000000.0,0.0
18.0,5000000.0,0.0
8.8,500000.0,0.0
14.0,500000.0,0.0
2.7,1000000.0,0.0
29.0,5000000.0,0.0
20.0,5000000.0,0.0
6.5,1000000.0,0.0
15.0,10000000.0,0.0
37.0,50000000.0,0.0
37.0,100000000.0,0.0
6.2,500000.0,0.0
19.0,1000000.0,0.0
27.0,10000000.0,0.0
1.1,100000.0,0.0
2.7,1000000.0,0.0
37.0,100000000.0,0.0
16.0,1000000.0,0.0
8.8,100000.0,0.0
12.0,1000000.0,0.0
24.0,10000000.0,0.0
56.0,5000000.0,0.0
15.0,100000000.0,0.0
18.0,5000000.0,0.0
37.0,1000000.0,0.0
14.0,500000.0,0.0
22.0,10000000.0,0.0
28.0,1000000.0,0.0
59.0,5000000.0,0.0
37.0,1000000.0,0.0
36.0,500000.0,0.0
9.5,50000.0,0.0
82.0,1000000.0,0.0
28.0,1000000.0,0.0
37.0,1000000000.0,0.0
37.0,50000000.0,0.0
9.7,5000000.0,0.0
22.0,10000000.0,0.0
17.0,10000000.0,0.0
37.0,10000000.0,0.0
37.0,50000000.0,0.0
7.7,1000000.0,0.0
37.0,100000000.0,0.0
11.0,1000000.0,0.0
21.0,100000.0,0.0
19.0,5000000.0,0.0
37.0,1000000.0,0.0
8.7,5000000.0,0.0
30.0,1000000.0,0.0
25.0,1000000.0,0.0
17.0,5000000.0,0.0
37.0,50000000.0,0.0
13.0,500000.0,0.0
23.0,10000000.0,0.0
37.0,10000000.0,0.0
37.0,50000000.0,0.0
22.0,500000.0,0.0
9.1,1000000.0,0.0
8.3,1000000.0,0.0
37.0,100000000.0,0.0
19.0,1000000.0,0.0
53.0,100000000.0,0.0
37.0,50000000.0,0.0
17.0,10000000.0,0.0
10.0,1000000.0,0.0
37.0,1000000.0,0.0
29.0,5000000.0,0.0
46.0,10000000.0,0.0
4.5,1000000.0,0.0
4.9,1000000.0,0.0
37.0,5000000.0,0.0
24.0,10000000.0,0.0
23.0,10000000.0,0.0
25.0,100000000.0,0.0
26.0,10000000.0,0.0
37.0,100000000.0,0.0
2.0,10000000.0,0.0
19.0,1000000.0,0.0
9.6,5000000.0,0.0
37.0,1000000000.0,0.0
13.0,5000000.0,0.0
4.2,10000000.0,0.0
16.0,10000000.0,0.0
59.0,5000000.0,0.0
37.0,50000000.0,0.0
37.0,100000000.0,0.0
9.5,10000000.0,0.0
37.0,50000000.0,0.0
53.0,100000000.0,0.0
6.6,10000000.0,0.0
37.0,5000000.0,0.0
37.0,100000000.0,0.0
27.0,10000000.0,0.0
37.0,100000000.0,0.0
22.0,1000000.0,0.0
37.0,100000000.0,0.0
50.0,50000000.0,0.0
30.0,1000000.0,0.0
37.0,100000000.0,0.0
17.0,1000000.0,0.0
18.0,1000000.0,0.0
10.0,1000000.0,0.0
9.9,1000000.0,0.0
23.0,5000000.0,0.0
51.0,100000000.0,0.0
35.0,10000000.0,0.0
16.0,1000000.0,0.0
11.0,10000000.0,0.0
74.0,5000000.0,0.0
48.0,1000000.0,1.0
37.0,1000000000.0,0.0
13.0,5000000.0,0.0
4.2,10000000.0,0.0
16.0,10000000.0,0.0
59.0,5000000.0,0.0
37.0,5000000.0,0.0
5.6,10000000.0,0.0
1.5,10000000.0,0.0
5.7,10000000.0,0.0
6.1,5000000.0,0.0
1.9,1000000.0,0.0
4.0,10000000.0,0.0
47.0,10000000.0,0.0
37.0,100000000.0,0.0
2.0,10000000.0,0.0
9.5,10000000.0,0.0
37.0,10000000.0,0.0
22.0,1000000.0,0.0
14.0,50000000.0,0.0
10.0,5000000.0,0.0
37.0,100000000.0,0.0
37.0,10000000.0,0.0
6.9,100000.0,1.0
44.0,10000000.0,0.0
37.0,100000000.0,0.0
37.0,100000000.0,0.0
37.0,50000000.0,0.0
51.0,100000000.0,0.0
48.0,1000000.0,1.0
37.0,100000.0,1.0
43.0,50000000.0,0.0
21.0,50000000.0,0.0
37.0,50000000.0,0.0
25.0,10000000.0,0.0
3.9,5000000.0,0.0
4.0,10000000.0,0.0
51.0,10000000.0,0.0
37.0,100000000.0,0.0
37.0,100000000.0,0.0
9.6,1000000.0,0.0
37.0,5000000.0,0.0
9.5,10000000.0,0.0
37.0,10000000.0,0.0
50.0,1000000.0,0.0
37.0,10000000.0,0.0
37.0,50000000.0,0.0
21.0,50000000.0,0.0
37.0,50000000.0,0.0
31.0,50000000.0,0.0
27.0,10000000.0,0.0
37.0,10000000.0,0.0
37.0,100000000.0,0.0
37.0,50000000.0,0.0
53.0,100000000.0,0.0
34.0,100000000.0,0.0
37.0,100000000.0,0.0
12.0,10000000.0,0.0
50.0,50000000.0,0.0
47.0,100000000.0,0.0
37.0,100000000.0,0.0
37.0,100000000.0,0.0
37.0,100000000.0,0.0
9.2,5000000.0,0.0
37.0,10000000.0,0.0
37.0,50000000.0,0.0
51.0,100000000.0,0.0
48.0,1000000.0,1.0
24.0,10000000.0,0.0
1.6,1000000.0,0.0
17.0,10000000.0,0.0
31.0,5000000.0,0.0
59.0,5000000.0,0.0
46.0,10000000.0,0.0
53.0,100000000.0,0.0
45.0,10000000.0,0.0
37.0,10000000.0,0.0
9.8,100000.0,0.0
37.0,10000000.0,0.0
37.0,5000000.0,0.0
37.0,50000000.0,0.0
34.0,10000000.0,0.0
20.0,10000000.0,0.0
19.0,500000.0,0.0
6.0,10000000.0,0.0
37.0,1000000.0,0.0
15.0,5000000.0,0.0
6.5,5000000.0,0.0
6.2,5000000.0,0.0
37.0,10000000.0,0.0
37.0,1000000.0,0.0
37.0,10000000.0,0.0
37.0,5000000.0,0.0
37.0,5000000.0,0.0
37.0,5000000.0,0.0
14.0,5000000.0,0.0
37.0,5000000.0,0.0
37.0,1000000.0,0.0
6.1,1000000.0,0.0
17.0,10000000.0,0.0
24.0,5000000.0,0.0
37.0,10000000.0,0.0
13.0,10000000.0,0.0
10.0,5000000.0,0.0
10.0,100000.0,0.0
6.9,1000000.0,0.0
31.0,1000000.0,0.0
37.0,1000000.0,0.0
37.0,5000000.0,0.0
28.0,100000.0,0.0
2.6,500000.0,0.0
30.0,500000.0,0.0
13.0,500000.0,0.0
27.0,1000000.0,0.0
29.0,10000000.0,0.0
18.0,100000.0,0.0
35.0,5000000.0,0.0
17.0,100000.0,0.0
37.0,100000.0,0.0
18.0,500000.0,0.0
37.0,10000000.0,0.0
3.0,100000.0,0.0
32.0,1000000.0,0.0
24.0,500000.0,0.0
37.0,5000000.0,0.0
37.0,100000.0,0.0
37.0,5000000.0,0.0
37.0,10000000.0,0.0
37.0,50000000.0,0.0
37.0,5000000.0,0.0
10.0,5000000.0,0.0
34.0,10000000.0,0.0
37.0,5000000.0,0.0
6.6,10000000.0,0.0
27.0,1000000.0,0.0
37.0,10000000.0,0.0
37.0,5000000.0,0.0
37.0,5000000.0,0.0
25.0,5000000.0,0.0
6.6,10000000.0,0.0
24.0,100000.0,0.0
37.0,1000000.0,0.0
25.0,1000000.0,0.0
33.0,100000.0,0.0
88.0,1000000.0,0.0
9.3,100000.0,0.0
37.0,1000000.0,0.0
37.0,1000000.0,0.0
84.0,100000.0,0.0
4.7,50000.0,0.0
25.0,500000.0,0.0
12.0,100000.0,0.0
37.0,1000000.0,0.0
9.9,100000.0,0.0
37.0,100000.0,0.0
61.0,1000000.0,0.0
25.0,50000.0,1.0
52.0,1000000.0,0.0
57.0,1000000.0,0.0
37.0,5000000.0,0.0
41.0,1000000.0,0.0
4.6,1000000.0,0.0
10.0,5000000.0,0.0
23.0,1000000.0,0.0
27.0,1000000.0,0.0
37.0,10000000.0,0.0
33.0,1000000.0,0.0
37.0,5000000.0,0.0
4.7,10000.0,0.0
2.2,50000.0,0.0
37.0,100000.0,0.0
95.0,1000000.0,0.0
34.0,10000000.0,0.0
37.0,5000000.0,0.0
9.4,100000.0,0.0
19.0,1000000.0,0.0
3.9,10000.0,0.0
37.0,10000000.0,0.0
37.0,5000000.0,0.0
37.0,5000000.0,0.0
34.0,10000000.0,0.0
37.0,5000000.0,0.0
21.0,500000.0,0.0
19.0,1000000.0,0.0
6.6,10000000.0,0.0
82.0,5000000.0,0.0
37.0,10000000.0,0.0
37.0,100000.0,0.0
37.0,5000000.0,0.0
37.0,10000000.0,0.0
19.0,5000000.0,0.0
37.0,50000000.0,0.0
26.0,500000.0,0.0
5.2,500000.0,0.0
16.0,500000.0,0.0
37.0,10000.0,0.0
33.0,1000000.0,0.0
37.0,5000000.0,0.0
37.0,5000000.0,0.0
6.0,10000000.0,0.0
25.0,10000000.0,0.0
37.0,50000000.0,0.0
34.0,10000000.0,0.0
8.1,100000.0,0.0
35.0,10000000.0,0.0
25.0,500000.0,0.0
37.0,1000000.0,0.0
37.0,5000000.0,0.0
19.0,1000000.0,0.0
48.0,5000000.0,0.0
21.0,1000000.0,0.0
6.6,10000000.0,0.0
32.0,1000000.0,0.0
37.0,5000000.0,0.0
82.0,5000000.0,0.0
23.0,1000000.0,0.0
52.0,1000000.0,0.0
37.0,1000000.0,0.0
37.0,10000000.0,0.0
14.0,10000000.0,0.0
37.0,50000000.0,0.0
37.0,5000000.0,0.0
25.0,1000000.0,0.0
37.0,500000.0,0.0
58.0,1000000.0,0.0
19.0,10000000.0,0.0
29.0,10000000.0,0.0
81.0,500000.0,0.0
37.0,10000000.0,0.0
37.0,100000000.0,0.0
28.0,1000000.0,0.0
37.0,5000000.0,0.0
37.0,100000000.0,0.0
37.0,10000000.0,0.0
37.0,1000000000.0,0.0
37.0,50000000.0,0.0
7.6,5000000.0,0.0
33.0,5000000.0,0.0
37.0,100000000.0,0.0
42.0,10000000.0,0.0
8.3,5000000.0,0.0
14.0,10000000.0,0.0
37.0,50000000.0,0.0
37.0,10000000.0,0.0
37.0,1000000000.0,0.0
37.0,10000000.0,0.0
14.0,10000000.0,0.0
37.0,10000000.0,0.0
21.0,1000000.0,0.0
28.0,1000000.0,0.0
27.0,1000000.0,0.0
37.0,5000000.0,0.0
39.0,500000.0,0.0
37.0,100000000.0,0.0
17.0,100000.0,0.0
37.0,5000000.0,0.0
39.0,5000000.0,0.0
51.0,1000000.0,0.0
86.0,1000000.0,0.0
37.0,10000000.0,0.0
37.0,10000000.0,0.0
37.0,10000000.0,0.0
26.0,10000000.0,0.0
37.0,5000000.0,0.0
46.0,5000000.0,0.0
29.0,10000000.0,0.0
27.0,10000000.0,0.0
14.0,1000000.0,0.0
37.0,50000000.0,0.0
10.0,5000000.0,0.0
71.0,1000000.0,0.0
15.0,5000000.0,0.0
37.0,1000000.0,0.0
37.0,100000000.0,0.0
11.0,1000000.0,0.0
37.0,5000000.0,0.0
62.0,1000000.0,0.0
80.0,5000000.0,0.0
5.4,10000000.0,0.0
9.8,10000000.0,0.0
37.0,10000000.0,0.0
37.0,1000000.0,0.0
37.0,100000.0,0.0
7.6,1000.0,0.0
26.0,100000.0,0.0
13.0,5000000.0,0.0
37.0,10000000.0,0.0
37.0,100000000.0,0.0
62.0,1000000.0,0.0
10.0,1000000.0,0.0
15.0,5000000.0,0.0
80.0,5000000.0,0.0
14.0,10000000.0,0.0
37.0,1000000.0,0.0
57.0,100000.0,0.0
51.0,1000000.0,0.0
8.3,5000000.0,0.0
24.0,5000000.0,0.0
37.0,1000000.0,0.0
29.0,1000000.0,0.0
37.0,5000000.0,0.0
3.1,1000000.0,0.0
46.0,5000000.0,0.0
55.0,1000000.0,0.0
19.0,10000000.0,0.0
37.0,5000000.0,0.0
19.0,5000000.0,0.0
40.0,1000000.0,0.0
37.0,1000000.0,0.0
29.0,10000000.0,0.0
43.0,1000000.0,0.0
50.0,10000000.0,0.0
37.0,5000000.0,0.0
13.0,1000000.0,0.0
37.0,1000000.0,0.0
37.0,1000000.0,0.0
37.0,1000000.0,0.0
15.0,5000000.0,0.0
4.0,100000.0,0.0
37.0,50000000.0,0.0
14.0,10000000.0,0.0
37.0,5000000.0,0.0
19.0,10000000.0,0.0
37.0,1000000.0,0.0
29.0,10000000.0,0.0
44.0,1000000.0,0.0
22.0,1000000.0,0.0
37.0,10000000.0,0.0
37.0,100000000.0,0.0
37.0,5000000.0,0.0
28.0,1000000.0,0.0
37.0,100000000.0,0.0
37.0,10000000.0,0.0
12.0,5000000.0,0.0
37.0,10000000.0,0.0
46.0,1000000.0,0.0
7.6,100000.0,0.0
37.0,1000000.0,0.0
29.0,10000000.0,0.0
37.0,5000000.0,0.0
37.0,1000000000.0,0.0
4.1,10000000.0,0.0
8.5,1000000.0,0.0
31.0,5000000.0,0.0
4.1,1000000.0,0.0
37.0,1000000.0,0.0
22.0,500000.0,0.0
37.0,500000.0,0.0
28.0,1000000.0,0.0
37.0,1000000000.0,0.0
5.9,10000000.0,0.0
37.0,1000000000.0,0.0
37.0,500000000.0,0.0
37.0,10000000.0,0.0
3.9,50000000.0,0.0
37.0,50000000.0,0.0
15.0,100000000.0,0.0
4.3,1000000.0,0.0
37.0,10000000.0,0.0
37.0,100000000.0,0.0
37.0,100000000.0,0.0
37.0,100000000.0,0.0
5.3,10000000.0,0.0
37.0,50000000.0,0.0
16.0,50000000.0,0.0
7.5,10000000.0,0.0
37.0,10000000.0,0.0
37.0,5000000.0,0.0
37.0,10000000.0,0.0
3.7,1000000.0,0.0
37.0,10000000.0,0.0
5.8,100000.0,0.0
17.0,500000000.0,0.0
37.0,10000000.0,0.0
8.5,10000000.0,0.0
37.0,1000000.0,0.0
9.1,5000000.0,0.0
7.6,10000000.0,0.0
2.5,100000000.0,0.0
15.0,10000000.0,0.0
37.0,10000000.0,0.0
37.0,10000000.0,0.0
37.0,500000000.0,0.0
37.0,100000000.0,0.0
6.1,10000000.0,0.0
37.0,10000000.0,0.0
17.0,10000000.0,0.0
37.0,10000000.0,0.0
37.0,10000000.0,0.0
37.0,100000000.0,0.0
37.0,10000000.0,0.0
58.0,1000000.0,0.0
4.6,500000.0,0.0
16.0,10000000.0,0.0
1.3,10000000.0,0.0
2.3,50000.0,0.0
1.9,100000.0,0.0
2.7,100000.0,0.0
16.0,10000000.0,0.0
11.0,10000000.0,0.0
5.3,1000000.0,0.0
37.0,5000000.0,0.0
4.2,1000000.0,0.0
37.0,10000000.0,0.0
9.1,50000000.0,0.0
4.3,10000000.0,0.0
37.0,100000000.0,0.0
37.0,10000000.0,0.0
37.0,50000000.0,0.0
37.0,10000000.0,0.0
1.8,5000000.0,0.0
37.0,50000000.0,0.0
8.5,10000000.0,0.0
4.4,5000000.0,0.0
37.0,5000000.0,0.0
3.8,50000000.0,0.0
11.0,5000000.0,0.0
37.0,10000000.0,0.0
11.0,5000000.0,0.0
37.0,5000000.0,0.0
7.4,1000000.0,0.0
5.3,1000000.0,0.0
5.4,1000000.0,0.0
3.6,1000000.0,0.0
37.0,10000000.0,0.0
4.3,10000000.0,0.0
37.0,1000000.0,0.0
27.0,5000000.0,0.0
37.0,1000000.0,0.0
1.8,100000.0,0.0
3.3,1000000.0,0.0
2.0,100000.0,0.0
6.1,50000000.0,0.0
9.6,5000000.0,0.0
9.6,1000000.0,0.0
10.0,1000000.0,0.0
8.2,50000000.0,0.0
14.0,10000000.0,0.0
25.0,1000000.0,0.0
9.9,1000000.0,0.0
22.0,5000000.0,0.0
37.0,5000000.0,0.0
8.9,10000000.0,0.0
37.0,500000000.0,0.0
2.4,10000000.0,0.0
25.0,50000000.0,0.0
37.0,100000000.0,0.0
37.0,10000000.0,0.0
1.8,10000000.0,0.0
17.0,1000000.0,0.0
37.0,100000000.0,0.0
4.1,10000000.0,0.0
18.0,1000000.0,0.0
14.0,1000000.0,0.0
37.0,10000000.0,0.0
37.0,5000000.0,0.0
37.0,1000000.0,0.0
696.0,1000000.0,0.0
4.7,10000000.0,0.0
8.1,10000000.0,0.0
37.0,100000000.0,0.0
7.9,10000000.0,0.0
4.6,1000000.0,0.0
544.0,1000000.0,0.0
3.5,10000000.0,0.0
37.0,100000000.0,0.0
37.0,10000000.0,0.0
525.0,10000000.0,0.0
2.1,1000000.0,0.0
37.0,50000000.0,0.0
14.0,1000000.0,0.0
37.0,100000000.0,0.0
8.7,5000000.0,0.0
21.0,100000.0,0.0
37.0,5000000.0,0.0
12.0,5000000.0,0.0
18.0,1000000.0,0.0
17.0,100000000.0,0.0
3.8,500000.0,0.0
37.0,1000000.0,0.0
23.0,1000000.0,0.0
14.0,1000000.0,0.0
15.0,50000000.0,0.0
9.9,1000000.0,0.0
12.0,10000000.0,0.0
12.0,10000000.0,0.0
20.0,10000000.0,0.0
7.4,10000000.0,0.0
3.0,10000000.0,0.0
37.0,10000000.0,0.0
14.0,10000000.0,0.0
14.0,100000000.0,0.0
7.2,10000000.0,0.0
22.0,10000000.0,0.0
7.2,500000.0,0.0
37.0,10000000.0,0.0
26.0,10000000.0,0.0
38.0,1000000.0,0.0
3.9,1000000.0,0.0
37.0,50000000.0,0.0
5.4,1000000.0,0.0
9.8,10000000.0,0.0
7.6,100000000.0,0.0
1.1,500000.0,0.0
9.1,1000000.0,0.0
6.8,1000000.0,0.0
12.0,10000000.0,0.0
3.3,5000000.0,0.0
12.0,5000000.0,0.0
9.8,500000.0,0.0
920.0,500000.0,0.0
14.0,5000000.0,0.0
6.8,100000.0,0.0
27.0,500000.0,0.0
7.4,100000.0,0.0
37.0,100000000.0,0.0
29.0,10000000.0,0.0
37.0,50000000.0,0.0
37.0,5000000.0,0.0
5.9,1000000.0,0.0
14.0,1000000.0,1.0
14.0,1000000.0,0.0
26.0,1000000.0,1.0
1.9,1000000.0,0.0
3.9,5000000.0,0.0
779.0,10000.0,1.0
37.0,10000000.0,0.0
37.0,5000000.0,0.0
5.1,10000000.0,0.0
10.0,5000000.0,0.0
13.0,10000000.0,0.0
4.0,5000000.0,0.0
5.4,1000000.0,0.0
3.3,10000000.0,0.0
4.3,10000000.0,0.0
853.0,10000000.0,0.0
21.0,10000000.0,0.0
6.4,10000000.0,0.0
8.6,10000000.0,0.0
2.1,10000000.0,0.0
7.1,5000000.0,0.0
37.0,100000000.0,0.0
37.0,100000000.0,0.0
3.3,1000000.0,0.0
3.5,5000000.0,0.0
4.1,50000000.0,0.0
9.7,1000000.0,0.0
3.3,1000000.0,0.0
7.1,1000000.0,0.0
8.4,1000000.0,0.0
7.0,5000000.0,0.0
5.5,1000000.0,0.0
37.0,50000000.0,0.0
37.0,10000000.0,0.0
37.0,10000000.0,0.0
13.0,10000000.0,0.0
37.0,1000000.0,0.0
37.0,10000000.0,0.0
5.9,10000.0,1.0
37.0,100000.0,1.0
24.0,10000000.0,0.0
6.2,10000000.0,0.0
37.0,10000000.0,0.0
37.0,100000000.0,0.0
6.9,1000000.0,0.0
37.0,10000000.0,0.0
6.1,1000000.0,0.0
37.0,500000000.0,0.0
37.0,10000000.0,0.0
37.0,100000000.0,0.0
24.0,10000000.0,0.0
37.0,1000000000.0,0.0
4.1,10000000.0,0.0
37.0,10000000.0,0.0
50.0,100000000.0,0.0
37.0,10000000.0,0.0
37.0,100000000.0,0.0
11.0,5000000.0,0.0
5.1,1000000.0,0.0
1.3,10000000.0,0.0
37.0,100000000.0,0.0
