,player_name,position,age,height,weight,rating,value,follower,shots_total,shots_on,goals_total,goals_conceded,goals_assists,passes_total,passes_key,passes_accuracy,tackles_total,tackles_blocks,tackles_interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,fouls_drawn,fouls_committed,cards_yellow,cards_yellowred,cards_red,penalty_won,penalty_commited,penalty_success,penalty_missed,penalty_saved,games_appearences,games_lineups,substitutes_in,substitutes_out,substitutes_bench,games_played
2,A. Christensen,3.0,24.0,188.0,78.0,6.0,24.0,601838,0.3802,0.0613,0.0,0.0,0.0123,58.0175,0.1717,13.4528,1.0301,0.3802,1.3367,6.4627,4.194,0.1594,0.1594,0.5641,0.5886,0.0981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.116,1.0056,0.1104,0.1839,0.7603,81.5444
8,A. Grimaldo,3.0,25.0,171.0,67.0,5.090909090909091,28.0,453600,1.007,0.3492,0.065,0.0,0.1868,41.5566,1.4862,5.2545,1.2426,0.1056,1.2913,6.4727,3.5652,2.1197,1.2994,0.8852,0.5198,0.1137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0152,1.007,0.0081,0.0893,0.0081,123.1333
9,A. Hakimi,3.0,22.0,179.0,65.0,7.111111111111111,54.0,3118407,1.0298,0.3961,0.1848,0.0,0.2376,54.9216,1.0166,9.8357,1.2806,0.0792,1.109,6.5219,3.4722,3.4986,2.086,1.4919,0.6865,0.1056,0.0,0.0,0.0132,0.0,0.0,0.0,0.0,1.109,0.9638,0.1452,0.1584,0.4225,75.7444
14,A. Laporte,3.0,26.0,191.0,86.0,5.466666666666667,60.0,841807,0.5395,0.1349,0.0623,0.0,0.0415,69.0512,0.3424,11.0814,0.7574,0.1764,1.2659,7.3046,4.5654,0.2386,0.1556,0.6329,0.7989,0.1349,0.0,0.0,0.0104,0.0104,0.0,0.0,0.0,1.048,1.0272,0.0208,0.0934,0.1349,96.3778
25,A. Robertson,3.0,26.0,178.0,64.0,5.916666666666667,24.0,2696305,0.5216,0.1625,0.0257,0.0,0.2138,52.4437,1.2741,7.1487,1.5905,0.1796,0.9321,6.0627,3.2238,1.0774,0.5986,0.2822,0.6157,0.1197,0.0,0.0,0.0,0.0086,0.0,0.0,0.0,1.0261,1.009,0.0171,0.1112,0.0941,116.9444
26,A. Romagnoli,3.0,25.0,185.0,75.0,7.0,64.0,793779,0.3598,0.1107,0.0461,0.0,0.0,51.1307,0.2122,6.6797,0.6458,0.5259,1.1625,4.3362,2.6756,0.083,0.0554,0.4152,0.9134,0.2214,0.0092,0.0092,0.0,0.0185,0.0092,0.0,0.0,1.0241,1.0056,0.0185,0.0646,0.0369,108.3889
27,A. RÃ¼diger,3.0,27.0,190.0,85.0,5.5,36.0,1242810,0.6708,0.148,0.0592,0.0,0.0099,62.1043,0.1776,9.4202,0.9371,0.3354,0.8779,7.4178,4.0048,0.2565,0.1874,0.4537,0.9568,0.1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0357,0.9963,0.0395,0.0395,0.2367,101.3778
29,A. Sandro,3.0,29.0,180.0,80.0,7.0,20.0,1971364,0.6674,0.1793,0.0498,0.0,0.1096,50.6032,1.2452,7.5905,1.0559,0.1594,1.3248,9.4234,5.3592,2.1716,1.4344,1.534,1.803,0.249,0.0,0.0,0.0,0.0398,0.0,0.0,0.0,1.0957,1.016,0.0797,0.1395,0.249,100.3889
31,A. Telles,3.0,28.0,181.0,67.0,5.3,16.0,923192,0.8394,0.3228,0.1533,0.0,0.2583,25.6578,2.3325,4.4229,0.6618,0.1372,1.6142,5.0444,2.8329,0.8797,0.565,0.6295,1.0734,0.1372,0.0,0.0081,0.0,0.0081,0.0888,0.0242,0.0,1.025,0.9927,0.0323,0.0646,0.0323,123.9
33,A. Wan-Bissaka,3.0,23.0,183.0,72.0,5.7,25.5,1629273,0.2148,0.0126,0.0,0.0,0.0758,30.8593,0.6698,7.7211,3.7658,0.4802,2.2115,9.9832,6.4701,2.4895,1.6807,0.4928,0.6066,0.139,0.0,0.0126,0.0,0.0253,0.0,0.0,0.0,1.011,0.9983,0.0126,0.0379,0.1769,79.1333
37,AngeliÃ±o,3.0,23.0,175.0,69.0,5.916666666666667,32.0,165000,0.7653,0.3102,0.0517,0.0,0.2172,36.9183,2.1096,8.273,0.7963,0.1861,1.5098,6.5874,3.7952,2.0579,1.2823,1.0134,0.6101,0.0931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0238,1.0031,0.0207,0.062,0.1758,96.7
39,B. Chilwell,3.0,24.0,178.0,77.0,5.555555555555555,40.0,282138,0.4998,0.1874,0.0208,0.0,0.1041,36.654,1.0934,5.5814,1.3953,0.1978,1.1454,11.4752,6.2166,2.1867,1.1975,1.1246,0.833,0.0833,0.0104,0.0,0.0,0.0,0.0,0.0,0.0,1.0413,0.9892,0.0521,0.0521,0.1562,96.0333
41,B. Davies_TOT,3.0,27.0,181.0,76.0,7.090909090909091,17.5,266366,0.6018,0.1204,0.0267,0.0,0.107,42.4056,1.1768,11.9287,1.685,0.3611,1.0698,9.2675,5.0015,0.789,0.3878,0.7756,1.0698,0.1204,0.0,0.0,0.0,0.0267,0.0,0.0,0.0,1.2169,1.003,0.214,0.107,0.6018,74.7778
42,B. Kamara_MSU,3.0,21.0,184.0,68.0,4.363636363636363,27.0,408100,0.5114,0.142,0.0426,0.0,0.0426,45.2273,0.3409,8.4233,1.6051,0.4261,1.5483,6.2926,3.679,0.767,0.4972,1.1364,1.0227,0.2557,0.0142,0.0284,0.0,0.0426,0.0,0.0,0.0,1.108,1.0085,0.0994,0.0568,0.4403,70.4
44,B. Pavard,3.0,24.0,186.0,76.0,5.25,28.0,1705469,0.4999,0.1574,0.0463,0.0,0.0463,51.4431,0.4166,4.8231,0.611,0.3518,1.7219,5.721,3.3141,0.5092,0.287,0.5832,0.8424,0.1203,0.0,0.0,0.0,0.0278,0.0093,0.0,0.0,0.9998,0.9998,0.0,0.0093,0.0185,108.0222
46,C. Azpilicueta,3.0,31.0,178.0,76.0,6.538461538461538,24.0,896732,0.4732,0.1554,0.0565,0.0,0.1201,56.709,0.8263,7.0056,2.0127,0.4802,1.5537,7.8884,4.6116,0.4237,0.2119,0.4167,0.9251,0.0777,0.0,0.0,0.0141,0.0071,0.0212,0.0071,0.0,1.0169,0.9887,0.0282,0.0424,0.0706,141.6
50,C. Lenglet,3.0,25.0,186.0,81.0,7.0,48.0,1835812,0.4853,0.1673,0.0753,0.0,0.0167,50.7186,0.1171,6.5009,0.845,0.4183,1.1128,6.6264,3.8905,0.3932,0.3012,0.7446,1.2968,0.251,0.0167,0.0084,0.0,0.0167,0.0,0.0,0.0,1.0626,0.9956,0.0669,0.0418,0.2175,119.5222
58,D. Alaba,3.0,28.0,180.0,78.0,6.4,52.0,4945797,1.1437,0.3586,0.0582,0.0,0.1066,57.4251,1.0952,7.4725,0.6106,0.1648,0.911,4.3226,2.3552,0.9983,0.5331,0.3295,0.4652,0.0678,0.0,0.0,0.0,0.0,0.0097,0.0,0.0,1.0952,0.9983,0.0969,0.1066,0.1357,103.1778
61,D. Blind,3.0,30.0,180.0,72.0,5.461538461538462,20.0,2499039,0.7457,0.1982,0.0661,0.0,0.0661,59.7011,0.6513,7.5606,0.9439,0.3964,1.3686,5.5218,3.1337,0.8967,0.6607,0.5852,0.7362,0.085,0.0094,0.0,0.0,0.0189,0.0094,0.0,0.0,1.0666,1.0005,0.0661,0.0755,0.1793,105.9444
63,D. Carvajal,3.0,28.0,173.0,73.0,7.0,40.0,4956744,0.5583,0.2741,0.0203,0.0,0.1929,56.5723,1.4821,9.5421,1.1471,0.3756,1.4313,7.3393,3.8879,1.8678,1.1674,1.1166,1.5836,0.3756,0.0,0.0102,0.0,0.0305,0.0,0.0,0.0,1.0456,1.0151,0.0305,0.0508,0.0914,98.5111
74,D. SÃ¡nchez,3.0,24.0,187.0,81.0,6.0,48.0,610150,0.3844,0.0961,0.0192,0.0,0.0096,54.8206,0.1249,9.7245,1.3165,0.4612,1.3837,7.3126,4.1031,0.2787,0.2306,0.4132,0.8937,0.1345,0.0,0.0096,0.0,0.0096,0.0,0.0,0.0,1.0762,1.009,0.0673,0.0577,0.2787,104.0667
75,D. Upamecano,3.0,22.0,185.0,83.0,7.0,45.0,99135,0.5587,0.1938,0.0342,0.0,0.0,51.9547,0.2964,9.3489,1.1287,0.3306,1.8812,7.3309,4.4692,0.9577,0.7411,0.456,1.0603,0.228,0.0114,0.0,0.0,0.057,0.0,0.0,0.0,1.0717,1.0147,0.057,0.0912,0.1482,87.7111
80,DjenÃ©,3.0,29.0,187.0,72.0,6.0,24.0,17900,0.3072,0.0576,0.0096,0.0,0.0,19.8699,0.1248,3.7532,0.8063,0.1728,1.843,6.8729,4.0028,0.6623,0.5471,0.7967,1.4494,0.2688,0.0192,0.0096,0.0192,0.048,0.0,0.0,0.0,1.0175,1.0079,0.0096,0.0384,0.0288,104.1778
94,F. Mendy,3.0,25.0,180.0,73.0,3.5,32.0,1135175,0.6935,0.1763,0.0353,0.0,0.094,43.7599,1.1401,5.83,0.7993,0.141,1.1284,8.4158,5.066,2.6446,1.8571,1.5163,1.0461,0.141,0.0118,0.0,0.0118,0.047,0.0,0.0,0.0,1.1636,0.9756,0.1881,0.0823,0.4349,85.0778
